sex,x,L,M,S
M,1422,-0.1088,16.1359,0.12684
M,1423,-0.1089,16.1414,0.12686
M,1424,-0.109,16.1468,0.12688
M,1425,-0.1091,16.1523,0.1269
M,1426,-0.1092,16.1578,0.12692
M,1427,-0.1093,16.1632,0.12693
M,1428,-0.1094,16.1687,0.12695
M,1429,-0.1096,16.1742,0.12697
M,1430,-0.1097,16.1796,0.12699
M,1431,-0.1098,16.1851,0.12701
M,1432,-0.1099,16.1906,0.12703
M,1433,-0.11,16.196,0.12705
M,1434,-0.1101,16.2015,0.12707
M,1435,-0.1102,16.2069,0.12709
M,1436,-0.1103,16.2124,0.12711
M,1437,-0.1105,16.2179,0.12713
M,1438,-0.1106,16.2233,0.12715
M,1439,-0.1107,16.2288,0.12717
M,1440,-0.1108,16.2343,0.12718
M,1441,-0.1109,16.2397,0.1272
M,1442,-0.111,16.2452,0.12722
M,1443,-0.1111,16.2506,0.12724
M,1444,-0.1112,16.2561,0.12726
M,1445,-0.1113,16.2616,0.12728
M,1446,-0.1115,16.267,0.1273
M,1447,-0.1116,16.2725,0.12732
M,1448,-0.1117,16.2779,0.12734
M,1449,-0.1118,16.2834,0.12736
M,1450,-0.1119,16.2889,0.12738
M,1451,-0.112,16.2943,0.1274
M,1452,-0.1121,16.2998,0.12742
M,1453,-0.1122,16.3053,0.12744
M,1454,-0.1123,16.3107,0.12746
M,1455,-0.1125,16.3162,0.12747
M,1456,-0.1126,16.3216,0.12749
M,1457,-0.1127,16.3271,0.12751
M,1458,-0.1128,16.3325,0.12753
M,1459,-0.1129,16.338,0.12755
M,1460,-0.113,16.3435,0.12757
M,1461,-0.1131,16.3489,0.12759
M,1462,-0.1132,16.3544,0.12761
M,1463,-0.1133,16.3598,0.12763
M,1464,-0.1134,16.3653,0.12765
M,1465,-0.1136,16.3708,0.12767
M,1466,-0.1137,16.3762,0.12769
M,1467,-0.1138,16.3817,0.12771
M,1468,-0.1139,16.3871,0.12773
M,1469,-0.114,16.3926,0.12775
M,1470,-0.1141,16.3981,0.12777
M,1471,-0.1142,16.4035,0.12779
M,1472,-0.1143,16.409,0.12781
M,1473,-0.1144,16.4144,0.12783
M,1474,-0.1146,16.4199,0.12785
M,1475,-0.1147,16.4253,0.12787
M,1476,-0.1148,16.4308,0.12789
M,1477,-0.1149,16.4363,0.12791
M,1478,-0.115,16.4417,0.12793
M,1479,-0.1151,16.4472,0.12795
M,1480,-0.1152,16.4526,0.12797
M,1481,-0.1153,16.4581,0.12799
M,1482,-0.1154,16.4635,0.12801
M,1483,-0.1155,16.469,0.12803
M,1484,-0.1156,16.4745,0.12804
M,1485,-0.1158,16.4799,0.12806
M,1486,-0.1159,16.4854,0.12808
M,1487,-0.116,16.4908,0.1281
M,1488,-0.1161,16.4963,0.12812
M,1489,-0.1162,16.5017,0.12814
M,1490,-0.1163,16.5072,0.12816
M,1491,-0.1164,16.5126,0.12818
M,1492,-0.1165,16.5181,0.1282
M,1493,-0.1166,16.5236,0.12822
M,1494,-0.1167,16.529,0.12824
M,1495,-0.1168,16.5345,0.12826
M,1496,-0.117,16.5399,0.12828
M,1497,-0.1171,16.5454,0.1283
M,1498,-0.1172,16.5508,0.12832
M,1499,-0.1173,16.5563,0.12834
M,1500,-0.1174,16.5618,0.12836
M,1501,-0.1175,16.5672,0.12838
M,1502,-0.1176,16.5727,0.1284
M,1503,-0.1177,16.5781,0.12842
M,1504,-0.1178,16.5836,0.12844
M,1505,-0.1179,16.589,0.12846
M,1506,-0.118,16.5945,0.12848
M,1507,-0.1182,16.5999,0.1285
M,1508,-0.1183,16.6054,0.12852
M,1509,-0.1184,16.6109,0.12854
M,1510,-0.1185,16.6163,0.12856
M,1511,-0.1186,16.6218,0.12858
M,1512,-0.1187,16.6272,0.1286
M,1513,-0.1188,16.6327,0.12863
M,1514,-0.1189,16.6381,0.12865
M,1515,-0.119,16.6436,0.12867
M,1516,-0.1191,16.649,0.12869
M,1517,-0.1192,16.6545,0.12871
M,1518,-0.1193,16.6599,0.12873
M,1519,-0.1195,16.6654,0.12875
M,1520,-0.1196,16.6709,0.12877
M,1521,-0.1197,16.6763,0.12879
M,1522,-0.1198,16.6818,0.12881
M,1523,-0.1199,16.6872,0.12883
M,1524,-0.12,16.6927,0.12885
M,1525,-0.1201,16.6981,0.12887
M,1526,-0.1202,16.7036,0.12889
M,1527,-0.1203,16.709,0.12891
M,1528,-0.1204,16.7145,0.12893
M,1529,-0.1205,16.72,0.12895
M,1530,-0.1206,16.7254,0.12897
M,1531,-0.1207,16.7309,0.12899
M,1532,-0.1208,16.7363,0.12901
M,1533,-0.121,16.7418,0.12903
M,1534,-0.1211,16.7472,0.12905
M,1535,-0.1212,16.7527,0.12907
M,1536,-0.1213,16.7581,0.12909
M,1537,-0.1214,16.7636,0.12911
M,1538,-0.1215,16.769,0.12913
M,1539,-0.1216,16.7745,0.12915
M,1540,-0.1217,16.78,0.12917
M,1541,-0.1218,16.7854,0.12919
M,1542,-0.1219,16.7909,0.12921
M,1543,-0.122,16.7963,0.12923
M,1544,-0.1221,16.8018,0.12925
M,1545,-0.1222,16.8072,0.12928
M,1546,-0.1223,16.8127,0.1293
M,1547,-0.1225,16.8181,0.12932
M,1548,-0.1226,16.8236,0.12934
M,1549,-0.1227,16.829,0.12936
M,1550,-0.1228,16.8345,0.12938
M,1551,-0.1229,16.84,0.1294
M,1552,-0.123,16.8454,0.12942
M,1553,-0.1231,16.8509,0.12944
M,1554,-0.1232,16.8563,0.12946
M,1555,-0.1233,16.8618,0.12948
M,1556,-0.1234,16.8672,0.1295
M,1557,-0.1235,16.8727,0.12952
M,1558,-0.1236,16.8781,0.12954
M,1559,-0.1237,16.8836,0.12956
M,1560,-0.1238,16.8891,0.12958
M,1561,-0.1239,16.8945,0.1296
M,1562,-0.124,16.9,0.12962
M,1563,-0.1242,16.9054,0.12965
M,1564,-0.1243,16.9109,0.12967
M,1565,-0.1244,16.9163,0.12969
M,1566,-0.1245,16.9218,0.12971
M,1567,-0.1246,16.9272,0.12973
M,1568,-0.1247,16.9327,0.12975
M,1569,-0.1248,16.9382,0.12977
M,1570,-0.1249,16.9436,0.12979
M,1571,-0.125,16.9491,0.12981
M,1572,-0.1251,16.9545,0.12983
M,1573,-0.1252,16.96,0.12985
M,1574,-0.1253,16.9654,0.12987
M,1575,-0.1254,16.9709,0.12989
M,1576,-0.1255,16.9763,0.12991
M,1577,-0.1256,16.9818,0.12993
M,1578,-0.1257,16.9873,0.12996
M,1579,-0.1258,16.9927,0.12998
M,1580,-0.1259,16.9982,0.13
M,1581,-0.126,17.0036,0.13002
M,1582,-0.1262,17.0091,0.13004
M,1583,-0.1263,17.0145,0.13006
M,1584,-0.1264,17.02,0.13008
M,1585,-0.1265,17.0255,0.1301
M,1586,-0.1266,17.0309,0.13012
M,1587,-0.1267,17.0364,0.13014
M,1588,-0.1268,17.0418,0.13016
M,1589,-0.1269,17.0473,0.13018
M,1590,-0.127,17.0527,0.1302
M,1591,-0.1271,17.0582,0.13023
M,1592,-0.1272,17.0636,0.13025
M,1593,-0.1273,17.0691,0.13027
M,1594,-0.1274,17.0746,0.13029
M,1595,-0.1275,17.08,0.13031
M,1596,-0.1276,17.0855,0.13033
M,1597,-0.1277,17.0909,0.13035
M,1598,-0.1278,17.0964,0.13037
M,1599,-0.1279,17.1018,0.13039
M,1600,-0.128,17.1073,0.13041
M,1601,-0.1281,17.1127,0.13043
M,1602,-0.1282,17.1182,0.13045
M,1603,-0.1283,17.1237,0.13047
M,1604,-0.1285,17.1291,0.1305
M,1605,-0.1286,17.1346,0.13052
M,1606,-0.1287,17.14,0.13054
M,1607,-0.1288,17.1455,0.13056
M,1608,-0.1289,17.1509,0.13058
M,1609,-0.129,17.1564,0.1306
M,1610,-0.1291,17.1618,0.13062
M,1611,-0.1292,17.1673,0.13064
M,1612,-0.1293,17.1728,0.13066
M,1613,-0.1294,17.1782,0.13068
M,1614,-0.1295,17.1837,0.1307
M,1615,-0.1296,17.1891,0.13073
M,1616,-0.1297,17.1946,0.13075
M,1617,-0.1298,17.2,0.13077
M,1618,-0.1299,17.2055,0.13079
M,1619,-0.13,17.2109,0.13081
M,1620,-0.1301,17.2164,0.13083
M,1621,-0.1302,17.2218,0.13085
M,1622,-0.1303,17.2273,0.13087
M,1623,-0.1304,17.2328,0.13089
M,1624,-0.1305,17.2382,0.13091
M,1625,-0.1306,17.2437,0.13093
M,1626,-0.1307,17.2491,0.13096
M,1627,-0.1308,17.2546,0.13098
M,1628,-0.1309,17.26,0.131
M,1629,-0.131,17.2655,0.13102
M,1630,-0.1311,17.2709,0.13104
M,1631,-0.1312,17.2764,0.13106
M,1632,-0.1314,17.2818,0.13108
M,1633,-0.1315,17.2873,0.1311
M,1634,-0.1316,17.2927,0.13112
M,1635,-0.1317,17.2982,0.13114
M,1636,-0.1318,17.3037,0.13117
M,1637,-0.1319,17.3091,0.13119
M,1638,-0.132,17.3146,0.13121
M,1639,-0.1321,17.32,0.13123
M,1640,-0.1322,17.3255,0.13125
M,1641,-0.1323,17.3309,0.13127
M,1642,-0.1324,17.3364,0.13129
M,1643,-0.1325,17.3418,0.13131
M,1644,-0.1326,17.3473,0.13133
M,1645,-0.1327,17.3527,0.13135
M,1646,-0.1328,17.3582,0.13137
M,1647,-0.1329,17.3636,0.1314
M,1648,-0.133,17.3691,0.13142
M,1649,-0.1331,17.3745,0.13144
M,1650,-0.1332,17.38,0.13146
M,1651,-0.1333,17.3854,0.13148
M,1652,-0.1334,17.3909,0.1315
M,1653,-0.1335,17.3963,0.13152
M,1654,-0.1336,17.4018,0.13154
M,1655,-0.1337,17.4072,0.13156
M,1656,-0.1338,17.4127,0.13159
M,1657,-0.1339,17.4181,0.13161
M,1658,-0.134,17.4236,0.13163
M,1659,-0.1341,17.429,0.13165
M,1660,-0.1342,17.4345,0.13167
M,1661,-0.1343,17.4399,0.13169
M,1662,-0.1344,17.4454,0.13171
M,1663,-0.1345,17.4508,0.13173
M,1664,-0.1346,17.4563,0.13175
M,1665,-0.1347,17.4617,0.13177
M,1666,-0.1348,17.4672,0.1318
M,1667,-0.1349,17.4726,0.13182
M,1668,-0.135,17.4781,0.13184
M,1669,-0.1351,17.4835,0.13186
M,1670,-0.1352,17.489,0.13188
M,1671,-0.1353,17.4944,0.1319
M,1672,-0.1354,17.4999,0.13192
M,1673,-0.1355,17.5053,0.13194
M,1674,-0.1356,17.5107,0.13196
M,1675,-0.1357,17.5162,0.13199
M,1676,-0.1358,17.5216,0.13201
M,1677,-0.1359,17.5271,0.13203
M,1678,-0.136,17.5325,0.13205
M,1679,-0.1361,17.538,0.13207
M,1680,-0.1362,17.5434,0.13209
M,1681,-0.1363,17.5489,0.13211
M,1682,-0.1364,17.5543,0.13213
M,1683,-0.1365,17.5598,0.13215
M,1684,-0.1366,17.5652,0.13218
M,1685,-0.1367,17.5706,0.1322
M,1686,-0.1368,17.5761,0.13222
M,1687,-0.1369,17.5815,0.13224
M,1688,-0.137,17.587,0.13226
M,1689,-0.1371,17.5924,0.13228
M,1690,-0.1373,17.5979,0.1323
M,1691,-0.1374,17.6033,0.13232
M,1692,-0.1375,17.6087,0.13234
M,1693,-0.1376,17.6142,0.13237
M,1694,-0.1377,17.6196,0.13239
M,1695,-0.1378,17.6251,0.13241
M,1696,-0.1379,17.6305,0.13243
M,1697,-0.138,17.636,0.13245
M,1698,-0.1381,17.6414,0.13247
M,1699,-0.1382,17.6468,0.13249
M,1700,-0.1383,17.6523,0.13251
M,1701,-0.1384,17.6577,0.13253
M,1702,-0.1385,17.6632,0.13256
M,1703,-0.1386,17.6686,0.13258
M,1704,-0.1387,17.674,0.1326
M,1705,-0.1388,17.6795,0.13262
M,1706,-0.1389,17.6849,0.13264
M,1707,-0.139,17.6904,0.13266
M,1708,-0.1391,17.6958,0.13268
M,1709,-0.1392,17.7012,0.1327
M,1710,-0.1393,17.7067,0.13272
M,1711,-0.1394,17.7121,0.13275
M,1712,-0.1395,17.7175,0.13277
M,1713,-0.1396,17.723,0.13279
M,1714,-0.1397,17.7284,0.13281
M,1715,-0.1398,17.7339,0.13283
M,1716,-0.1399,17.7393,0.13285
M,1717,-0.14,17.7447,0.13287
M,1718,-0.1401,17.7502,0.13289
M,1719,-0.1402,17.7556,0.13291
M,1720,-0.1403,17.761,0.13294
M,1721,-0.1404,17.7665,0.13296
M,1722,-0.1404,17.7719,0.13298
M,1723,-0.1405,17.7773,0.133
M,1724,-0.1406,17.7828,0.13302
M,1725,-0.1407,17.7882,0.13304
M,1726,-0.1408,17.7936,0.13306
M,1727,-0.1409,17.7991,0.13308
M,1728,-0.141,17.8045,0.1331
M,1729,-0.1411,17.8099,0.13313
M,1730,-0.1412,17.8154,0.13315
M,1731,-0.1413,17.8208,0.13317
M,1732,-0.1414,17.8262,0.13319
M,1733,-0.1415,17.8317,0.13321
M,1734,-0.1416,17.8371,0.13323
M,1735,-0.1417,17.8425,0.13325
M,1736,-0.1418,17.848,0.13327
M,1737,-0.1419,17.8534,0.13329
M,1738,-0.142,17.8588,0.13332
M,1739,-0.1421,17.8642,0.13334
M,1740,-0.1422,17.8697,0.13336
M,1741,-0.1423,17.8751,0.13338
M,1742,-0.1424,17.8805,0.1334
M,1743,-0.1425,17.886,0.13342
M,1744,-0.1426,17.8914,0.13344
M,1745,-0.1427,17.8968,0.13346
M,1746,-0.1428,17.9022,0.13348
M,1747,-0.1429,17.9077,0.13351
M,1748,-0.143,17.9131,0.13353
M,1749,-0.1431,17.9185,0.13355
M,1750,-0.1432,17.924,0.13357
M,1751,-0.1433,17.9294,0.13359
M,1752,-0.1434,17.9348,0.13361
M,1753,-0.1435,17.9402,0.13363
M,1754,-0.1436,17.9457,0.13365
M,1755,-0.1437,17.9511,0.13367
M,1756,-0.1438,17.9565,0.1337
M,1757,-0.1439,17.9619,0.13372
M,1758,-0.144,17.9674,0.13374
M,1759,-0.1441,17.9728,0.13376
M,1760,-0.1442,17.9782,0.13378
M,1761,-0.1443,17.9836,0.1338
M,1762,-0.1444,17.989,0.13382
M,1763,-0.1445,17.9945,0.13384
M,1764,-0.1446,17.9999,0.13386
M,1765,-0.1447,18.0053,0.13389
M,1766,-0.1448,18.0107,0.13391
M,1767,-0.1449,18.0162,0.13393
M,1768,-0.145,18.0216,0.13395
M,1769,-0.1451,18.027,0.13397
M,1770,-0.1452,18.0324,0.13399
M,1771,-0.1453,18.0378,0.13401
M,1772,-0.1454,18.0432,0.13403
M,1773,-0.1455,18.0487,0.13405
M,1774,-0.1456,18.0541,0.13408
M,1775,-0.1457,18.0595,0.1341
M,1776,-0.1458,18.0649,0.13412
M,1777,-0.1459,18.0703,0.13414
M,1778,-0.146,18.0758,0.13416
M,1779,-0.1461,18.0812,0.13418
M,1780,-0.1462,18.0866,0.1342
M,1781,-0.1462,18.092,0.13422
M,1782,-0.1463,18.0974,0.13424
M,1783,-0.1464,18.1028,0.13426
M,1784,-0.1465,18.1082,0.13429
M,1785,-0.1466,18.1137,0.13431
M,1786,-0.1467,18.1191,0.13433
M,1787,-0.1468,18.1245,0.13435
M,1788,-0.1469,18.1299,0.13437
M,1789,-0.147,18.1353,0.13439
M,1790,-0.1471,18.1407,0.13441
M,1791,-0.1472,18.1461,0.13443
M,1792,-0.1473,18.1515,0.13445
M,1793,-0.1474,18.157,0.13448
M,1794,-0.1475,18.1624,0.1345
M,1795,-0.1476,18.1678,0.13452
M,1796,-0.1477,18.1732,0.13454
M,1797,-0.1478,18.1786,0.13456
M,1798,-0.1479,18.184,0.13458
M,1799,-0.148,18.1894,0.1346
M,1800,-0.1481,18.1948,0.13462
M,1801,-0.1482,18.2002,0.13464
M,1802,-0.1483,18.2056,0.13466
M,1803,-0.1484,18.211,0.13469
M,1804,-0.1485,18.2164,0.13471
M,1805,-0.1486,18.2218,0.13473
M,1806,-0.1487,18.2272,0.13475
M,1807,-0.1488,18.2327,0.13477
M,1808,-0.1489,18.2381,0.13479
M,1809,-0.149,18.2435,0.13481
M,1810,-0.1491,18.2489,0.13483
M,1811,-0.1491,18.2543,0.13485
M,1812,-0.1492,18.2597,0.13487
M,1813,-0.1493,18.2651,0.1349
M,1814,-0.1494,18.2705,0.13492
M,1815,-0.1495,18.2759,0.13494
M,1816,-0.1496,18.2813,0.13496
M,1817,-0.1497,18.2867,0.13498
M,1818,-0.1498,18.2921,0.135
M,1819,-0.1499,18.2975,0.13502
M,1820,-0.15,18.3029,0.13504
M,1821,-0.1501,18.3083,0.13506
M,1822,-0.1502,18.3137,0.13508
M,1823,-0.1503,18.319,0.13511
M,1824,-0.1504,18.3244,0.13513
M,1825,-0.1505,18.3298,0.13515
M,1826,-0.1506,18.3352,0.13517
M,1827,-0.1507,18.3406,0.13519
M,1828,-0.1508,18.346,0.13521
M,1829,-0.1509,18.3514,0.13523
M,1830,-0.151,18.3568,0.13525
M,1831,-0.1511,18.3622,0.13527
M,1832,-0.1512,18.3676,0.13529
M,1833,-0.1513,18.373,0.13531
M,1834,-0.1514,18.3784,0.13534
M,1835,-0.1514,18.3838,0.13536
M,1836,-0.1515,18.3891,0.13538
M,1837,-0.1516,18.3945,0.1354
M,1838,-0.1517,18.3999,0.13542
M,1839,-0.1518,18.4053,0.13544
M,1840,-0.1519,18.4107,0.13546
M,1841,-0.152,18.4161,0.13548
M,1842,-0.1521,18.4215,0.1355
M,1843,-0.1522,18.4268,0.13552
M,1844,-0.1523,18.4322,0.13554
M,1845,-0.1524,18.4376,0.13557
M,1846,-0.1525,18.443,0.13559
M,1847,-0.1526,18.4484,0.13561
M,1848,-0.1527,18.4538,0.13563
M,1849,-0.1528,18.4591,0.13565
M,1850,-0.1529,18.4645,0.13567
M,1851,-0.153,18.4699,0.13569
M,1852,-0.1531,18.4753,0.13571
M,1853,-0.1532,18.4807,0.13573
M,1854,-0.1533,18.486,0.13575
M,1855,-0.1533,18.4914,0.13577
M,1856,-0.1534,18.4968,0.1358
F,0,0.3809,3.2322,0.14171
F,1,0.3259,3.1957,0.14578
F,2,0.3101,3.2104,0.14637
F,3,0.2986,3.2315,0.14657
F,4,0.2891,3.2558,0.14658
F,5,0.281,3.2821,0.14646
F,6,0.2737,3.3099,0.14626
F,7,0.2671,3.3388,0.146
F,8,0.2609,3.3687,0.14569
F,9,0.2551,3.3995,0.14534
F,10,0.2497,3.4314,0.14498
F,11,0.2446,3.4643,0.14459
F,12,0.2397,3.4983,0.1442
F,13,0.2349,3.5333,0.1438
F,14,0.2304,3.5693,0.14339
F,15,0.226,3.6063,0.14299
F,16,0.2218,3.6438,0.14258
F,17,0.2177,3.6818,0.14218
F,18,0.2137,3.7201,0.14177
F,19,0.2099,3.7584,0.14138
F,20,0.2061,3.7968,0.14098
F,21,0.2024,3.8352,0.1406
F,22,0.1989,3.8735,0.14021
F,23,0.1954,3.9116,0.13984
F,24,0.1919,3.9495,0.13947
F,25,0.1886,3.9872,0.1391
F,26,0.1853,4.0247,0.13875
F,27,0.1821,4.0618,0.1384
F,28,0.1789,4.0987,0.13805
F,29,0.1758,4.1353,0.13771
F,30,0.1727,4.1716,0.13738
F,31,0.1697,4.2075,0.13706
F,32,0.1668,4.2431,0.13674
F,33,0.1638,4.2783,0.13643
F,34,0.161,4.3131,0.13613
F,35,0.1582,4.3476,0.13583
F,36,0.1554,4.3818,0.13554
F,37,0.1526,4.4155,0.13526
F,38,0.1499,4.449,0.13498
F,39,0.1473,4.482,0.1347
F,40,0.1446,4.5148,0.13444
F,41,0.142,4.5472,0.13418
F,42,0.1395,4.5793,0.13392
F,43,0.1369,4.611,0.13367
F,44,0.1344,4.6425,0.13342
F,45,0.132,4.6736,0.13318
F,46,0.1295,4.7044,0.13295
F,47,0.1271,4.7349,0.13272
F,48,0.1247,4.7651,0.1325
F,49,0.1224,4.795,0.13228
F,50,0.12,4.8245,0.13206
F,51,0.1177,4.8538,0.13185
F,52,0.1154,4.8828,0.13165
F,53,0.1132,4.9115,0.13145
F,54,0.1109,4.9399,0.13125
F,55,0.1087,4.968,0.13106
F,56,0.1065,4.9959,0.13087
F,57,0.1044,5.0235,0.13068
F,58,0.1022,5.0509,0.1305
F,59,0.1001,5.078,0.13033
F,60,0.098,5.1049,0.13015
F,61,0.0959,5.1315,0.12998
F,62,0.0938,5.158,0.12982
F,63,0.0918,5.1842,0.12966
F,64,0.0897,5.2102,0.1295
F,65,0.0877,5.236,0.12934
F,66,0.0857,5.2616,0.12919
F,67,0.0838,5.287,0.12904
F,68,0.0818,5.3121,0.12889
F,69,0.0798,5.337,0.12875
F,70,0.0779,5.3618,0.12861
F,71,0.076,5.3863,0.12847
F,72,0.0741,5.4107,0.12834
F,73,0.0722,5.4348,0.12821
F,74,0.0704,5.4587,0.12808
F,75,0.0685,5.4825,0.12795
F,76,0.0667,5.5061,0.12783
F,77,0.0648,5.5295,0.1277
F,78,0.063,5.5527,0.12758
F,79,0.0612,5.5757,0.12747
F,80,0.0595,5.5986,0.12735
F,81,0.0577,5.6213,0.12724
F,82,0.0559,5.6438,0.12713
F,83,0.0542,5.6662,0.12702
F,84,0.0525,5.6883,0.12691
F,85,0.0508,5.7104,0.12681
F,86,0.049,5.7322,0.12671
F,87,0.0474,5.7539,0.1266
F,88,0.0457,5.7755,0.12651
F,89,0.044,5.7969,0.12641
F,90,0.0424,5.8181,0.12631
F,91,0.0407,5.8393,0.12622
F,92,0.0391,5.8602,0.12613
F,93,0.0375,5.881,0.12604
F,94,0.0358,5.9017,0.12595
F,95,0.0342,5.9223,0.12586
F,96,0.0327,5.9427,0.12577
F,97,0.0311,5.9629,0.12569
F,98,0.0295,5.9831,0.12561
F,99,0.0279,6.0031,0.12553
F,100,0.0264,6.0229,0.12545
F,101,0.0249,6.0426,0.12537
F,102,0.0233,6.0622,0.12529
F,103,0.0218,6.0817,0.12522
F,104,0.0203,6.101,0.12514
F,105,0.0188,6.1202,0.12507
F,106,0.0173,6.1393,0.125
F,107,0.0158,6.1582,0.12493
F,108,0.0144,6.1771,0.12486
F,109,0.0129,6.1958,0.12479
F,110,0.0114,6.2143,0.12472
F,111,0.01,6.2328,0.12466
F,112,0.0086,6.2511,0.12459
F,113,0.0071,6.2693,0.12453
F,114,0.0057,6.2874,0.12447
F,115,0.0043,6.3054,0.12441
F,116,0.0029,6.3232,0.12435
F,117,0.0015,6.341,0.12429
F,118,0.0001,6.3586,0.12423
F,119,-0.0013,6.3761,0.12417
F,120,-0.0026,6.3935,0.12412
F,121,-0.004,6.4108,0.12406
F,122,-0.0053,6.428,0.12401
F,123,-0.0067,6.445,0.12395
F,124,-0.008,6.462,0.1239
F,125,-0.0094,6.4788,0.12385
F,126,-0.0107,6.4956,0.1238
F,127,-0.012,6.5122,0.12375
F,128,-0.0133,6.5288,0.1237
F,129,-0.0146,6.5452,0.12365
F,130,-0.0159,6.5615,0.1236
F,131,-0.0172,6.5777,0.12355
F,132,-0.0185,6.5939,0.12351
F,133,-0.0198,6.6099,0.12346
F,134,-0.021,6.6258,0.12342
F,135,-0.0223,6.6416,0.12337
F,136,-0.0235,6.6573,0.12333
F,137,-0.0248,6.6729,0.12329
F,138,-0.026,6.6884,0.12325
F,139,-0.0273,6.7039,0.12321
F,140,-0.0285,6.7192,0.12317
F,141,-0.0297,6.7344,0.12313
F,142,-0.0309,6.7495,0.12309
F,143,-0.0321,6.7646,0.12305
F,144,-0.0333,6.7795,0.12301
F,145,-0.0345,6.7944,0.12298
F,146,-0.0357,6.8091,0.12294
F,147,-0.0369,6.8238,0.12291
F,148,-0.0381,6.8384,0.12287
F,149,-0.0393,6.8529,0.12284
F,150,-0.0404,6.8673,0.12281
F,151,-0.0416,6.8816,0.12277
F,152,-0.0428,6.8959,0.12274
F,153,-0.0439,6.91,0.12271
F,154,-0.045,6.9241,0.12268
F,155,-0.0462,6.9381,0.12265
F,156,-0.0473,6.952,0.12262
F,157,-0.0484,6.9659,0.12259
F,158,-0.0496,6.9797,0.12256
F,159,-0.0507,6.9934,0.12254
F,160,-0.0518,7.007,0.12251
F,161,-0.0529,7.0205,0.12248
F,162,-0.054,7.034,0.12246
F,163,-0.0551,7.0474,0.12243
F,164,-0.0562,7.0607,0.12241
F,165,-0.0573,7.074,0.12238
F,166,-0.0583,7.0872,0.12236
F,167,-0.0594,7.1003,0.12234
F,168,-0.0605,7.1133,0.12231
F,169,-0.0615,7.1263,0.12229
F,170,-0.0626,7.1393,0.12227
F,171,-0.0637,7.1521,0.12225
F,172,-0.0647,7.1649,0.12223
F,173,-0.0658,7.1776,0.12221
F,174,-0.0668,7.1903,0.12219
F,175,-0.0678,7.2029,0.12217
F,176,-0.0689,7.2154,0.12215
F,177,-0.0699,7.2279,0.12214
F,178,-0.0709,7.2403,0.12212
F,179,-0.0719,7.2527,0.1221
F,180,-0.0729,7.265,0.12208
F,181,-0.0739,7.2772,0.12207
F,182,-0.0749,7.2894,0.12205
F,183,-0.0759,7.3016,0.12204
F,184,-0.0769,7.3136,0.12202
F,185,-0.0779,7.3256,0.12201
F,186,-0.0789,7.3376,0.122
F,187,-0.0799,7.3495,0.12198
F,188,-0.0808,7.3614,0.12197
F,189,-0.0818,7.3732,0.12196
F,190,-0.0828,7.3849,0.12195
F,191,-0.0837,7.3966,0.12194
F,192,-0.0847,7.4082,0.12192
F,193,-0.0857,7.4198,0.12191
F,194,-0.0866,7.4314,0.1219
F,195,-0.0875,7.4429,0.12189
F,196,-0.0885,7.4543,0.12188
F,197,-0.0894,7.4657,0.12188
F,198,-0.0904,7.477,0.12187
F,199,-0.0913,7.4883,0.12186
F,200,-0.0922,7.4995,0.12185
F,201,-0.0931,7.5107,0.12184
F,202,-0.094,7.5219,0.12184
F,203,-0.095,7.533,0.12183
F,204,-0.0959,7.544,0.12182
F,205,-0.0968,7.5551,0.12182
F,206,-0.0977,7.566,0.12181
F,207,-0.0986,7.5769,0.12181
F,208,-0.0995,7.5878,0.1218
F,209,-0.1003,7.5986,0.1218
F,210,-0.1012,7.6094,0.12179
F,211,-0.1021,7.6202,0.12179
F,212,-0.103,7.6309,0.12179
F,213,-0.1039,7.6416,0.12178
F,214,-0.1047,7.6522,0.12178
F,215,-0.1056,7.6628,0.12178
F,216,-0.1065,7.6733,0.12177
F,217,-0.1073,7.6838,0.12177
F,218,-0.1082,7.6943,0.12177
F,219,-0.109,7.7047,0.12177
F,220,-0.1099,7.7151,0.12177
F,221,-0.1107,7.7254,0.12177
F,222,-0.1116,7.7357,0.12177
F,223,-0.1124,7.746,0.12176
F,224,-0.1132,7.7562,0.12176
F,225,-0.1141,7.7664,0.12176
F,226,-0.1149,7.7766,0.12176
F,227,-0.1157,7.7867,0.12177
F,228,-0.1165,7.7968,0.12177
F,229,-0.1173,7.8068,0.12177
F,230,-0.1181,7.8169,0.12177
F,231,-0.119,7.8268,0.12177
F,232,-0.1198,7.8368,0.12177
F,233,-0.1206,7.8467,0.12177
F,234,-0.1214,7.8566,0.12178
F,235,-0.1222,7.8664,0.12178
F,236,-0.1229,7.8762,0.12178
F,237,-0.1237,7.886,0.12178
F,238,-0.1245,7.8957,0.12179
F,239,-0.1253,7.9054,0.12179
F,240,-0.1261,7.9151,0.12179
F,241,-0.1269,7.9247,0.1218
F,242,-0.1276,7.9343,0.1218
F,243,-0.1284,7.9439,0.1218
F,244,-0.1292,7.9534,0.12181
F,245,-0.1299,7.9629,0.12181
F,246,-0.1307,7.9724,0.12182
F,247,-0.1314,7.9819,0.12182
F,248,-0.1322,7.9913,0.12182
F,249,-0.1329,8.0007,0.12183
F,250,-0.1337,8.01,0.12183
F,251,-0.1344,8.0193,0.12184
F,252,-0.1352,8.0286,0.12185
F,253,-0.1359,8.0379,0.12185
F,254,-0.1367,8.0471,0.12186
F,255,-0.1374,8.0563,0.12186
