sex,x,L,M,S
F,90.8,-0.3833,12.6709,0.08912
F,90.9,-0.3833,12.6957,0.08912
F,91.0,-0.3833,12.7205,0.08913
F,91.1,-0.3833,12.7453,0.08914
F,91.2,-0.3833,12.77,0.08915
F,91.3,-0.3833,12.7948,0.08916
F,91.4,-0.3833,12.8196,0.08917
F,91.5,-0.3833,12.8443,0.08918
F,91.6,-0.3833,12.8691,0.08919
F,91.7,-0.3833,12.8939,0.0892
F,91.8,-0.3833,12.9186,0.08921
F,91.9,-0.3833,12.9434,0.08922
F,92.0,-0.3833,12.9681,0.08923
F,92.1,-0.3833,12.9929,0.08924
F,92.2,-0.3833,13.0177,0.08925
F,92.3,-0.3833,13.0424,0.08926
F,92.4,-0.3833,13.0672,0.08927
F,92.5,-0.3833,13.092,0.08928
F,92.6,-0.3833,13.1167,0.0893
F,92.7,-0.3833,13.1415,0.08931
F,92.8,-0.3833,13.1663,0.08932
F,92.9,-0.3833,13.1911,0.08933
F,93.0,-0.3833,13.2158,0.08934
F,93.1,-0.3833,13.2406,0.08936
F,93.2,-0.3833,13.2654,0.08937
F,93.3,-0.3833,13.2902,0.08938
F,93.4,-0.3833,13.3151,0.0894
F,93.5,-0.3833,13.3399,0.08941
F,93.6,-0.3833,13.3647,0.08942
F,93.7,-0.3833,13.3896,0.08944
F,93.8,-0.3833,13.4145,0.08945
F,93.9,-0.3833,13.4394,0.08947
F,94.0,-0.3833,13.4643,0.08948
F,94.1,-0.3833,13.4892,0.08949
F,94.2,-0.3833,13.5142,0.08951
F,94.3,-0.3833,13.5391,0.08952
F,94.4,-0.3833,13.5641,0.08954
F,94.5,-0.3833,13.5892,0.08955
F,94.6,-0.3833,13.6142,0.08957
F,94.7,-0.3833,13.6393,0.08959
F,94.8,-0.3833,13.6644,0.0896
F,94.9,-0.3833,13.6895,0.08962
F,95.0,-0.3833,13.7146,0.08963
F,95.1,-0.3833,13.7398,0.08965
F,95.2,-0.3833,13.765,0.08967
F,95.3,-0.3833,13.7902,0.08968
F,95.4,-0.3833,13.8155,0.0897
F,95.5,-0.3833,13.8408,0.08972
F,95.6,-0.3833,13.8661,0.08974
F,95.7,-0.3833,13.8914,0.08975
F,95.8,-0.3833,13.9168,0.08977
F,95.9,-0.3833,13.9422,0.08979
F,96.0,-0.3833,13.9676,0.08981
F,96.1,-0.3833,13.9931,0.08983
F,96.2,-0.3833,14.0186,0.08984
F,96.3,-0.3833,14.0441,0.08986
F,96.4,-0.3833,14.0697,0.08988
F,96.5,-0.3833,14.0953,0.0899
F,96.6,-0.3833,14.1209,0.08992
F,96.7,-0.3833,14.1466,0.08994
F,96.8,-0.3833,14.1724,0.08996
F,96.9,-0.3833,14.1981,0.08998
F,97.0,-0.3833,14.2239,0.09
F,97.1,-0.3833,14.2498,0.09002
F,97.2,-0.3833,14.2757,0.09004
F,97.3,-0.3833,14.3016,0.09006
F,97.4,-0.3833,14.3276,0.09008
F,97.5,-0.3833,14.3537,0.0901
F,97.6,-0.3833,14.3798,0.09012
F,97.7,-0.3833,14.4059,0.09015
F,97.8,-0.3833,14.4321,0.09017
F,97.9,-0.3833,14.4584,0.09019
F,98.0,-0.3833,14.4848,0.09021
F,98.1,-0.3833,14.5112,0.09023
F,98.2,-0.3833,14.5376,0.09026
F,98.3,-0.3833,14.5642,0.09028
F,98.4,-0.3833,14.5908,0.0903
F,98.5,-0.3833,14.6174,0.09033
F,98.6,-0.3833,14.6442,0.09035
F,98.7,-0.3833,14.671,0.09037
F,98.8,-0.3833,14.6979,0.0904
F,98.9,-0.3833,14.7248,0.09042
F,99.0,-0.3833,14.7519,0.09044
F,99.1,-0.3833,14.779,0.09047
F,99.2,-0.3833,14.8062,0.09049
F,99.3,-0.3833,14.8334,0.09052
F,99.4,-0.3833,14.8608,0.09054
F,99.5,-0.3833,14.8882,0.09057
F,99.6,-0.3833,14.9157,0.09059
F,99.7,-0.3833,14.9434,0.09062
F,99.8,-0.3833,14.9711,0.09064
F,99.9,-0.3833,14.9989,0.09067
F,100.0,-0.3833,15.0267,0.09069
F,100.1,-0.3833,15.0547,0.09072
F,100.2,-0.3833,15.0828,0.09075
F,100.3,-0.3833,15.1109,0.09077
F,100.4,-0.3833,15.1392,0.0908
F,100.5,-0.3833,15.1676,0.09083
F,100.6,-0.3833,15.196,0.09085
F,100.7,-0.3833,15.2246,0.09088
F,100.8,-0.3833,15.2532,0.09091
F,100.9,-0.3833,15.2819,0.09093
F,101.0,-0.3833,15.3108,0.09096
F,101.1,-0.3833,15.3397,0.09099
F,101.2,-0.3833,15.3687,0.09102
F,101.3,-0.3833,15.3979,0.09105
F,101.4,-0.3833,15.4271,0.09107
F,101.5,-0.3833,15.4564,0.0911
F,101.6,-0.3833,15.4858,0.09113
F,101.7,-0.3833,15.5154,0.09116
F,101.8,-0.3833,15.545,0.09119
F,101.9,-0.3833,15.5747,0.09122
F,102.0,-0.3833,15.6046,0.09125
F,102.1,-0.3833,15.6345,0.09128
F,102.2,-0.3833,15.6646,0.09131
F,102.3,-0.3833,15.6947,0.09133
F,102.4,-0.3833,15.725,0.09136
F,102.5,-0.3833,15.7553,0.09139
F,102.6,-0.3833,15.7858,0.09142
F,102.7,-0.3833,15.8164,0.09146
F,102.8,-0.3833,15.847,0.09149
F,102.9,-0.3833,15.8778,0.09152
F,103.0,-0.3833,15.9087,0.09155
F,103.1,-0.3833,15.9396,0.09158
F,103.2,-0.3833,15.9707,0.09161
F,103.3,-0.3833,16.0019,0.09164
F,103.4,-0.3833,16.0332,0.09167
F,103.5,-0.3833,16.0645,0.0917
F,103.6,-0.3833,16.096,0.09173
F,103.7,-0.3833,16.1276,0.09177
F,103.8,-0.3833,16.1593,0.0918
F,103.9,-0.3833,16.191,0.09183
F,104.0,-0.3833,16.2229,0.09186
F,104.1,-0.3833,16.2549,0.0919
F,104.2,-0.3833,16.287,0.09193
F,104.3,-0.3833,16.3191,0.09196
F,104.4,-0.3833,16.3514,0.09199
F,104.5,-0.3833,16.3837,0.09203
F,104.6,-0.3833,16.4162,0.09206
F,104.7,-0.3833,16.4488,0.09209
F,104.8,-0.3833,16.4814,0.09213
F,104.9,-0.3833,16.5142,0.09216
F,105.0,-0.3833,16.547,0.09219
F,105.1,-0.3833,16.58,0.09223
F,105.2,-0.3833,16.6131,0.09226
F,105.3,-0.3833,16.6462,0.09229
F,105.4,-0.3833,16.6795,0.09233
F,105.5,-0.3833,16.7129,0.09236
F,105.6,-0.3833,16.7464,0.0924
F,105.7,-0.3833,16.78,0.09243
F,105.8,-0.3833,16.8137,0.09247
F,105.9,-0.3833,16.8475,0.0925
F,106.0,-0.3833,16.8814,0.09254
F,106.1,-0.3833,16.9154,0.09257
F,106.2,-0.3833,16.9496,0.09261
F,106.3,-0.3833,16.9838,0.09264
F,106.4,-0.3833,17.0182,0.09268
F,106.5,-0.3833,17.0527,0.09271
F,106.6,-0.3833,17.0873,0.09275
F,106.7,-0.3833,17.122,0.09278
F,106.8,-0.3833,17.1569,0.09282
F,106.9,-0.3833,17.1918,0.09286
F,107.0,-0.3833,17.2269,0.09289
F,107.1,-0.3833,17.262,0.09293
F,107.2,-0.3833,17.2973,0.09296
F,107.3,-0.3833,17.3327,0.093
F,107.4,-0.3833,17.3683,0.09304
F,107.5,-0.3833,17.4039,0.09307
F,107.6,-0.3833,17.4397,0.09311
F,107.7,-0.3833,17.4755,0.09315
F,107.8,-0.3833,17.5115,0.09318
F,107.9,-0.3833,17.5476,0.09322
F,108.0,-0.3833,17.5839,0.09326
F,108.1,-0.3833,17.6202,0.09329
F,108.2,-0.3833,17.6567,0.09333
F,108.3,-0.3833,17.6932,0.09337
F,108.4,-0.3833,17.7299,0.09341
F,108.5,-0.3833,17.7668,0.09344
F,108.6,-0.3833,17.8037,0.09348
F,108.7,-0.3833,17.8407,0.09352
F,108.8,-0.3833,17.8779,0.09356
F,108.9,-0.3833,17.9152,0.09359
F,109.0,-0.3833,17.9526,0.09363
F,109.1,-0.3833,17.9901,0.09367
F,109.2,-0.3833,18.0277,0.09371
F,109.3,-0.3833,18.0654,0.09375
F,109.4,-0.3833,18.1033,0.09378
F,109.5,-0.3833,18.1412,0.09382
F,109.6,-0.3833,18.1792,0.09386
F,109.7,-0.3833,18.2174,0.0939
F,109.8,-0.3833,18.2556,0.09394
F,109.9,-0.3833,18.294,0.09397
F,110.0,-0.3833,18.3324,0.09401
