sex,x,L,M,S
M,65.0,-0.3521,7.4327,0.08217
M,65.1,-0.3521,7.4563,0.08216
M,65.2,-0.3521,7.4799,0.08216
M,65.3,-0.3521,7.5034,0.08215
M,65.4,-0.3521,7.5269,0.08214
M,65.5,-0.3521,7.5504,0.08214
M,65.6,-0.3521,7.5738,0.08214
M,65.7,-0.3521,7.5973,0.08213
M,65.8,-0.3521,7.6206,0.08213
M,65.9,-0.3521,7.644,0.08213
M,66.0,-0.3521,7.6673,0.08212
M,66.1,-0.3521,7.6906,0.08212
M,66.2,-0.3521,7.7138,0.08212
M,66.3,-0.3521,7.737,0.08212
M,66.4,-0.3521,7.7602,0.08212
M,66.5,-0.3521,7.7834,0.08212
M,66.6,-0.3521,7.8065,0.08212
M,66.7,-0.3521,7.8296,0.08212
M,66.8,-0.3521,7.8526,0.08212
M,66.9,-0.3521,7.8757,0.08212
M,67.0,-0.3521,7.8986,0.08213
M,67.1,-0.3521,7.9216,0.08213
M,67.2,-0.3521,7.9445,0.08213
M,67.3,-0.3521,7.9674,0.08214
M,67.4,-0.3521,7.9903,0.08214
M,67.5,-0.3521,8.0132,0.08214
M,67.6,-0.3521,8.036,0.08215
M,67.7,-0.3521,8.0588,0.08215
M,67.8,-0.3521,8.0816,0.08216
M,67.9,-0.3521,8.1044,0.08217
M,68.0,-0.3521,8.1272,0.08217
M,68.1,-0.3521,8.15,0.08218
M,68.2,-0.3521,8.1727,0.08219
M,68.3,-0.3521,8.1955,0.08219
M,68.4,-0.3521,8.2183,0.0822
M,68.5,-0.3521,8.241,0.08221
M,68.6,-0.3521,8.2638,0.08222
M,68.7,-0.3521,8.2865,0.08223
M,68.8,-0.3521,8.3092,0.08224
M,68.9,-0.3521,8.332,0.08225
M,69.0,-0.3521,8.3547,0.08226
M,69.1,-0.3521,8.3774,0.08227
M,69.2,-0.3521,8.4001,0.08228
M,69.3,-0.3521,8.4227,0.08229
M,69.4,-0.3521,8.4454,0.0823
M,69.5,-0.3521,8.468,0.08231
M,69.6,-0.3521,8.4906,0.08232
M,69.7,-0.3521,8.5132,0.08233
M,69.8,-0.3521,8.5358,0.08235
M,69.9,-0.3521,8.5583,0.08236
M,70.0,-0.3521,8.5808,0.08237
M,70.1,-0.3521,8.6032,0.08238
M,70.2,-0.3521,8.6257,0.0824
M,70.3,-0.3521,8.648,0.08241
M,70.4,-0.3521,8.6704,0.08242
M,70.5,-0.3521,8.6927,0.08243
M,70.6,-0.3521,8.715,0.08245
M,70.7,-0.3521,8.7372,0.08246
M,70.8,-0.3521,8.7594,0.08248
M,70.9,-0.3521,8.7815,0.08249
M,71.0,-0.3521,8.8036,0.0825
M,71.1,-0.3521,8.8257,0.08252
M,71.2,-0.3521,8.8477,0.08253
M,71.3,-0.3521,8.8697,0.08254
M,71.4,-0.3521,8.8916,0.08256
M,71.5,-0.3521,8.9135,0.08257
M,71.6,-0.3521,8.9353,0.08259
M,71.7,-0.3521,8.9571,0.0826
M,71.8,-0.3521,8.9788,0.08262
M,71.9,-0.3521,9.0005,0.08263
M,72.0,-0.3521,9.0221,0.08264
M,72.1,-0.3521,9.0436,0.08266
M,72.2,-0.3521,9.0651,0.08267
M,72.3,-0.3521,9.0865,0.08269
M,72.4,-0.3521,9.1079,0.0827
M,72.5,-0.3521,9.1292,0.08272
M,72.6,-0.3521,9.1504,0.08273
M,72.7,-0.3521,9.1716,0.08274
M,72.8,-0.3521,9.1927,0.08276
M,72.9,-0.3521,9.2137,0.08277
M,73.0,-0.3521,9.2347,0.08278
M,73.1,-0.3521,9.2557,0.0828
M,73.2,-0.3521,9.2766,0.08281
M,73.3,-0.3521,9.2974,0.08283
M,73.4,-0.3521,9.3182,0.08284
M,73.5,-0.3521,9.339,0.08285
M,73.6,-0.3521,9.3597,0.08287
M,73.7,-0.3521,9.3803,0.08288
M,73.8,-0.3521,9.401,0.08289
M,73.9,-0.3521,9.4215,0.0829
M,74.0,-0.3521,9.442,0.08292
M,74.1,-0.3521,9.4625,0.08293
M,74.2,-0.3521,9.4829,0.08294
M,74.3,-0.3521,9.5032,0.08295
M,74.4,-0.3521,9.5235,0.08297
M,74.5,-0.3521,9.5438,0.08298
M,74.6,-0.3521,9.5639,0.08299
M,74.7,-0.3521,9.5841,0.083
M,74.8,-0.3521,9.6041,0.08301
M,74.9,-0.3521,9.6241,0.08302
M,75.0,-0.3521,9.644,0.08303
M,75.1,-0.3521,9.6639,0.08305
M,75.2,-0.3521,9.6836,0.08306
M,75.3,-0.3521,9.7033,0.08307
M,75.4,-0.3521,9.723,0.08307
M,75.5,-0.3521,9.7425,0.08308
M,75.6,-0.3521,9.762,0.08309
M,75.7,-0.3521,9.7814,0.0831
M,75.8,-0.3521,9.8007,0.08311
M,75.9,-0.3521,9.82,0.08312
M,76.0,-0.3521,9.8392,0.08312
M,76.1,-0.3521,9.8583,0.08313
M,76.2,-0.3521,9.8773,0.08314
M,76.3,-0.3521,9.8963,0.08314
M,76.4,-0.3521,9.9152,0.08315
M,76.5,-0.3521,9.9341,0.08315
M,76.6,-0.3521,9.9528,0.08316
M,76.7,-0.3521,9.9716,0.08316
M,76.8,-0.3521,9.9902,0.08317
M,76.9,-0.3521,10.0088,0.08317
M,77.0,-0.3521,10.0274,0.08317
M,77.1,-0.3521,10.0459,0.08318
M,77.2,-0.3521,10.0643,0.08318
M,77.3,-0.3521,10.0827,0.08318
M,77.4,-0.3521,10.1011,0.08318
M,77.5,-0.3521,10.1194,0.08318
M,77.6,-0.3521,10.1377,0.08318
M,77.7,-0.3521,10.1559,0.08318
M,77.8,-0.3521,10.1741,0.08318
M,77.9,-0.3521,10.1923,0.08317
M,78.0,-0.3521,10.2105,0.08317
M,78.1,-0.3521,10.2286,0.08317
M,78.2,-0.3521,10.2468,0.08316
M,78.3,-0.3521,10.2649,0.08316
M,78.4,-0.3521,10.2831,0.08315
M,78.5,-0.3521,10.3012,0.08315
M,78.6,-0.3521,10.3194,0.08314
M,78.7,-0.3521,10.3376,0.08313
M,78.8,-0.3521,10.3558,0.08313
M,78.9,-0.3521,10.3741,0.08312
M,79.0,-0.3521,10.3923,0.08311
M,79.1,-0.3521,10.4107,0.0831
M,79.2,-0.3521,10.4291,0.08309
M,79.3,-0.3521,10.4475,0.08308
M,79.4,-0.3521,10.466,0.08307
M,79.5,-0.3521,10.4845,0.08305
M,79.6,-0.3521,10.5031,0.08304
M,79.7,-0.3521,10.5217,0.08303
M,79.8,-0.3521,10.5405,0.08301
M,79.9,-0.3521,10.5592,0.083
M,80.0,-0.3521,10.5781,0.08298
M,80.1,-0.3521,10.597,0.08297
M,80.2,-0.3521,10.6161,0.08295
M,80.3,-0.3521,10.6352,0.08293
M,80.4,-0.3521,10.6544,0.08291
M,80.5,-0.3521,10.6737,0.0829
M,80.6,-0.3521,10.6931,0.08288
M,80.7,-0.3521,10.7126,0.08286
M,80.8,-0.3521,10.7322,0.08284
M,80.9,-0.3521,10.752,0.08282
M,81.0,-0.3521,10.7718,0.08279
M,81.1,-0.3521,10.7918,0.08277
M,81.2,-0.3521,10.8119,0.08275
M,81.3,-0.3521,10.8321,0.08273
M,81.4,-0.3521,10.8524,0.0827
M,81.5,-0.3521,10.8728,0.08268
M,81.6,-0.3521,10.8934,0.08265
M,81.7,-0.3521,10.9142,0.08263
M,81.8,-0.3521,10.935,0.0826
M,81.9,-0.3521,10.956,0.08258
M,82.0,-0.3521,10.9772,0.08255
M,82.1,-0.3521,10.9985,0.08252
M,82.2,-0.3521,11.0199,0.08249
M,82.3,-0.3521,11.0415,0.08246
M,82.4,-0.3521,11.0632,0.08244
M,82.5,-0.3521,11.0851,0.08241
M,82.6,-0.3521,11.1071,0.08238
M,82.7,-0.3521,11.1293,0.08235
M,82.8,-0.3521,11.1516,0.08231
M,82.9,-0.3521,11.174,0.08228
M,83.0,-0.3521,11.1966,0.08225
M,83.1,-0.3521,11.2193,0.08222
M,83.2,-0.3521,11.2422,0.08219
M,83.3,-0.3521,11.2651,0.08215
M,83.4,-0.3521,11.2882,0.08212
M,83.5,-0.3521,11.3114,0.08209
M,83.6,-0.3521,11.3347,0.08205
M,83.7,-0.3521,11.3581,0.08202
M,83.8,-0.3521,11.3817,0.08198
M,83.9,-0.3521,11.4053,0.08195
M,84.0,-0.3521,11.429,0.08191
M,84.1,-0.3521,11.4529,0.08188
M,84.2,-0.3521,11.4768,0.08184
M,84.3,-0.3521,11.5007,0.08181
M,84.4,-0.3521,11.5248,0.08177
M,84.5,-0.3521,11.549,0.08174
M,84.6,-0.3521,11.5732,0.0817
M,84.7,-0.3521,11.5975,0.08166
M,84.8,-0.3521,11.6218,0.08163
M,84.9,-0.3521,11.6462,0.08159
M,85.0,-0.3521,11.6707,0.08156
M,85.1,-0.3521,11.6952,0.08152
M,85.2,-0.3521,11.7198,0.08148
M,85.3,-0.3521,11.7444,0.08145
M,85.4,-0.3521,11.769,0.08141
M,85.5,-0.3521,11.7937,0.08138
M,85.6,-0.3521,11.8184,0.08134
M,85.7,-0.3521,11.8431,0.08131
M,85.8,-0.3521,11.8678,0.08128
M,85.9,-0.3521,11.8926,0.08124
M,86.0,-0.3521,11.9173,0.08121
M,86.1,-0.3521,11.9421,0.08118
M,86.2,-0.3521,11.9668,0.08114
M,86.3,-0.3521,11.9916,0.08111
M,86.4,-0.3521,12.0163,0.08108
M,86.5,-0.3521,12.0411,0.08105
M,86.6,-0.3521,12.0658,0.08102
M,86.7,-0.3521,12.0905,0.08099
M,86.8,-0.3521,12.1152,0.08096
M,86.9,-0.3521,12.1398,0.08093
M,87.0,-0.3521,12.1645,0.0809
M,87.1,-0.3521,12.1891,0.08087
M,87.2,-0.3521,12.2136,0.08084
M,87.3,-0.3521,12.2382,0.08082
M,87.4,-0.3521,12.2627,0.08079
M,87.5,-0.3521,12.2871,0.08076
M,87.6,-0.3521,12.3116,0.08074
M,87.7,-0.3521,12.336,0.08071
M,87.8,-0.3521,12.3603,0.08069
M,87.9,-0.3521,12.3846,0.08067
M,88.0,-0.3521,12.4089,0.08064
M,88.1,-0.3521,12.4332,0.08062
M,88.2,-0.3521,12.4574,0.0806
M,88.3,-0.3521,12.4815,0.08058
M,88.4,-0.3521,12.5057,0.08056
M,88.5,-0.3521,12.5298,0.08054
M,88.6,-0.3521,12.5538,0.08052
M,88.7,-0.3521,12.5778,0.0805
M,88.8,-0.3521,12.6017,0.08048
M,88.9,-0.3521,12.6257,0.08047
M,89.0,-0.3521,12.6495,0.08045
M,89.1,-0.3521,12.6734,0.08044
M,89.2,-0.3521,12.6972,0.08042
M,89.3,-0.3521,12.7209,0.08041
M,89.4,-0.3521,12.7446,0.08039
M,89.5,-0.3521,12.7683,0.08038
M,89.6,-0.3521,12.792,0.08037
M,89.7,-0.3521,12.8156,0.08035
M,89.8,-0.3521,12.8392,0.08034
M,89.9,-0.3521,12.8628,0.08033
M,90.0,-0.3521,12.8864,0.08032
M,90.1,-0.3521,12.9099,0.08031
M,90.2,-0.3521,12.9334,0.0803
M,90.3,-0.3521,12.9569,0.0803
M,90.4,-0.3521,12.9804,0.08029
M,90.5,-0.3521,13.0038,0.08028
M,90.6,-0.3521,13.0273,0.08027
M,90.7,-0.3521,13.0507,0.08027
M,90.8,-0.3521,13.0742,0.08026
M,90.9,-0.3521,13.0976,0.08026
M,91.0,-0.3521,13.1209,0.08025
M,91.1,-0.3521,13.1443,0.08025
M,91.2,-0.3521,13.1677,0.08025
M,91.3,-0.3521,13.191,0.08025
M,91.4,-0.3521,13.2143,0.08025
M,91.5,-0.3521,13.2376,0.08024
M,91.6,-0.3521,13.2609,0.08024
M,91.7,-0.3521,13.2842,0.08024
M,91.8,-0.3521,13.3075,0.08025
M,91.9,-0.3521,13.3308,0.08025
M,92.0,-0.3521,13.3541,0.08025
M,92.1,-0.3521,13.3773,0.08025
M,92.2,-0.3521,13.4006,0.08026
M,92.3,-0.3521,13.4239,0.08026
M,92.4,-0.3521,13.4472,0.08027
M,92.5,-0.3521,13.4705,0.08027
M,92.6,-0.3521,13.4937,0.08028
M,92.7,-0.3521,13.5171,0.08028
M,92.8,-0.3521,13.5404,0.08029
M,92.9,-0.3521,13.5637,0.0803
M,93.0,-0.3521,13.587,0.08031
M,93.1,-0.3521,13.6104,0.08032
M,93.2,-0.3521,13.6338,0.08033
M,93.3,-0.3521,13.6572,0.08034
M,93.4,-0.3521,13.6806,0.08035
M,93.5,-0.3521,13.7041,0.08036
M,93.6,-0.3521,13.7275,0.08037
M,93.7,-0.3521,13.751,0.08038
M,93.8,-0.3521,13.7746,0.0804
M,93.9,-0.3521,13.7981,0.08041
M,94.0,-0.3521,13.8217,0.08043
M,94.1,-0.3521,13.8454,0.08044
M,94.2,-0.3521,13.8691,0.08046
M,94.3,-0.3521,13.8928,0.08047
M,94.4,-0.3521,13.9165,0.08049
M,94.5,-0.3521,13.9403,0.08051
M,94.6,-0.3521,13.9642,0.08052
M,94.7,-0.3521,13.9881,0.08054
M,94.8,-0.3521,14.012,0.08056
M,94.9,-0.3521,14.036,0.08058
M,95.0,-0.3521,14.06,0.0806
M,95.1,-0.3521,14.0841,0.08062
M,95.2,-0.3521,14.1083,0.08064
M,95.3,-0.3521,14.1325,0.08067
M,95.4,-0.3521,14.1567,0.08069
M,95.5,-0.3521,14.1811,0.08071
M,95.6,-0.3521,14.2055,0.08073
M,95.7,-0.3521,14.2299,0.08076
M,95.8,-0.3521,14.2544,0.08078
M,95.9,-0.3521,14.279,0.08081
M,96.0,-0.3521,14.3037,0.08083
M,96.1,-0.3521,14.3284,0.08086
M,96.2,-0.3521,14.3533,0.08089
M,96.3,-0.3521,14.3782,0.08092
M,96.4,-0.3521,14.4031,0.08094
M,96.5,-0.3521,14.4282,0.08097
M,96.6,-0.3521,14.4533,0.081
M,96.7,-0.3521,14.4785,0.08103
M,96.8,-0.3521,14.5038,0.08106
M,96.9,-0.3521,14.5292,0.08109
M,97.0,-0.3521,14.5547,0.08112
M,97.1,-0.3521,14.5802,0.08116
M,97.2,-0.3521,14.6058,0.08119
M,97.3,-0.3521,14.6316,0.08122
M,97.4,-0.3521,14.6574,0.08125
M,97.5,-0.3521,14.6832,0.08129
M,97.6,-0.3521,14.7092,0.08132
M,97.7,-0.3521,14.7353,0.08136
M,97.8,-0.3521,14.7614,0.08139
M,97.9,-0.3521,14.7877,0.08143
M,98.0,-0.3521,14.814,0.08146
M,98.1,-0.3521,14.8404,0.0815
M,98.2,-0.3521,14.8669,0.08154
M,98.3,-0.3521,14.8934,0.08157
M,98.4,-0.3521,14.9201,0.08161
M,98.5,-0.3521,14.9468,0.08165
M,98.6,-0.3521,14.9736,0.08169
M,98.7,-0.3521,15.0005,0.08173
M,98.8,-0.3521,15.0275,0.08177
M,98.9,-0.3521,15.0546,0.08181
M,99.0,-0.3521,15.0818,0.08185
M,99.1,-0.3521,15.109,0.08189
M,99.2,-0.3521,15.1363,0.08194
M,99.3,-0.3521,15.1637,0.08198
M,99.4,-0.3521,15.1912,0.08202
M,99.5,-0.3521,15.2187,0.08206
M,99.6,-0.3521,15.2463,0.08211
M,99.7,-0.3521,15.274,0.08215
M,99.8,-0.3521,15.3018,0.0822
M,99.9,-0.3521,15.3297,0.08224
M,100.0,-0.3521,15.3576,0.08229
M,100.1,-0.3521,15.3856,0.08233
M,100.2,-0.3521,15.4137,0.08238
M,100.3,-0.3521,15.4419,0.08243
M,100.4,-0.3521,15.4701,0.08247
M,100.5,-0.3521,15.4985,0.08252
M,100.6,-0.3521,15.5268,0.08257
M,100.7,-0.3521,15.5553,0.08262
M,100.8,-0.3521,15.5838,0.08267
M,100.9,-0.3521,15.6125,0.08272
M,101.0,-0.3521,15.6412,0.08277
M,101.1,-0.3521,15.6699,0.08281
M,101.2,-0.3521,15.6987,0.08287
M,101.3,-0.3521,15.7276,0.08292
M,101.4,-0.3521,15.7566,0.08297
M,101.5,-0.3521,15.7857,0.08302
M,101.6,-0.3521,15.8148,0.08307
M,101.7,-0.3521,15.844,0.08312
M,101.8,-0.3521,15.8732,0.08317
M,101.9,-0.3521,15.9026,0.08322
M,102.0,-0.3521,15.932,0.08328
M,102.1,-0.3521,15.9615,0.08333
M,102.2,-0.3521,15.991,0.08338
M,102.3,-0.3521,16.0206,0.08343
M,102.4,-0.3521,16.0503,0.08349
M,102.5,-0.3521,16.0801,0.08354
M,102.6,-0.3521,16.1099,0.08359
M,102.7,-0.3521,16.1398,0.08365
M,102.8,-0.3521,16.1697,0.0837
M,102.9,-0.3521,16.1997,0.08376
M,103.0,-0.3521,16.2298,0.08381
M,103.1,-0.3521,16.26,0.08386
M,103.2,-0.3521,16.2902,0.08392
M,103.3,-0.3521,16.3204,0.08397
M,103.4,-0.3521,16.3508,0.08403
M,103.5,-0.3521,16.3812,0.08408
M,103.6,-0.3521,16.4117,0.08414
M,103.7,-0.3521,16.4422,0.08419
M,103.8,-0.3521,16.4728,0.08425
M,103.9,-0.3521,16.5035,0.08431
M,104.0,-0.3521,16.5342,0.08436
M,104.1,-0.3521,16.565,0.08442
M,104.2,-0.3521,16.5959,0.08447
M,104.3,-0.3521,16.6268,0.08453
M,104.4,-0.3521,16.6579,0.08458
M,104.5,-0.3521,16.6889,0.08464
M,104.6,-0.3521,16.7201,0.0847
M,104.7,-0.3521,16.7513,0.08475
M,104.8,-0.3521,16.7826,0.08481
M,104.9,-0.3521,16.8139,0.08487
M,105.0,-0.3521,16.8454,0.08493
M,105.1,-0.3521,16.8769,0.08498
M,105.2,-0.3521,16.9084,0.08504
M,105.3,-0.3521,16.9401,0.0851
M,105.4,-0.3521,16.9718,0.08516
M,105.5,-0.3521,17.0036,0.08521
M,105.6,-0.3521,17.0355,0.08527
M,105.7,-0.3521,17.0674,0.08533
M,105.8,-0.3521,17.0995,0.08539
M,105.9,-0.3521,17.1316,0.08545
M,106.0,-0.3521,17.1637,0.08551
M,106.1,-0.3521,17.196,0.08557
M,106.2,-0.3521,17.2283,0.08562
M,106.3,-0.3521,17.2607,0.08568
M,106.4,-0.3521,17.2931,0.08574
M,106.5,-0.3521,17.3256,0.0858
M,106.6,-0.3521,17.3582,0.08586
M,106.7,-0.3521,17.3909,0.08592
M,106.8,-0.3521,17.4237,0.08599
M,106.9,-0.3521,17.4565,0.08605
M,107.0,-0.3521,17.4894,0.08611
M,107.1,-0.3521,17.5224,0.08617
M,107.2,-0.3521,17.5554,0.08623
M,107.3,-0.3521,17.5885,0.08629
M,107.4,-0.3521,17.6217,0.08635
M,107.5,-0.3521,17.655,0.08641
M,107.6,-0.3521,17.6884,0.08648
M,107.7,-0.3521,17.7218,0.08654
M,107.8,-0.3521,17.7553,0.0866
M,107.9,-0.3521,17.7889,0.08666
M,108.0,-0.3521,17.8226,0.08673
M,108.1,-0.3521,17.8564,0.08679
M,108.2,-0.3521,17.8903,0.08685
M,108.3,-0.3521,17.9242,0.08691
M,108.4,-0.3521,17.9583,0.08698
M,108.5,-0.3521,17.9924,0.08704
M,108.6,-0.3521,18.0267,0.0871
M,108.7,-0.3521,18.061,0.08717
M,108.8,-0.3521,18.0954,0.08723
M,108.9,-0.3521,18.1299,0.0873
M,109.0,-0.3521,18.1645,0.08736
M,109.1,-0.3521,18.1992,0.08742
M,109.2,-0.3521,18.234,0.08749
M,109.3,-0.3521,18.2689,0.08755
M,109.4,-0.3521,18.3039,0.08762
M,109.5,-0.3521,18.339,0.08768
M,109.6,-0.3521,18.3742,0.08774
M,109.7,-0.3521,18.4094,0.08781
M,109.8,-0.3521,18.4448,0.08787
M,109.9,-0.3521,18.4802,0.08794
M,110.0,-0.3521,18.5158,0.088
M,110.1,-0.3521,18.5514,0.08806
M,110.2,-0.3521,18.5871,0.08813
M,110.3,-0.3521,18.6229,0.08819
M,110.4,-0.3521,18.6588,0.08826
M,110.5,-0.3521,18.6948,0.08832
M,110.6,-0.3521,18.7308,0.08838
M,110.7,-0.3521,18.767,0.08845
M,110.8,-0.3521,18.8032,0.08851
M,110.9,-0.3521,18.8395,0.08858
M,111.0,-0.3521,18.8759,0.08864
M,111.1,-0.3521,18.9123,0.08871
M,111.2,-0.3521,18.9489,0.08877
M,111.3,-0.3521,18.9855,0.08883
M,111.4,-0.3521,19.0222,0.0889
M,111.5,-0.3521,19.059,0.08896
M,111.6,-0.3521,19.0958,0.08903
M,111.7,-0.3521,19.1327,0.08909
M,111.8,-0.3521,19.1697,0.08915
M,111.9,-0.3521,19.2067,0.08922
M,112.0,-0.3521,19.2439,0.08928
M,112.1,-0.3521,19.281,0.08934
M,112.2,-0.3521,19.3183,0.08941
M,112.3,-0.3521,19.3556,0.08947
M,112.4,-0.3521,19.393,0.08953
M,112.5,-0.3521,19.4304,0.0896
M,112.6,-0.3521,19.4679,0.08966
M,112.7,-0.3521,19.5055,0.08972
M,112.8,-0.3521,19.5431,0.08979
M,112.9,-0.3521,19.5807,0.08985
M,113.0,-0.3521,19.6185,0.08991
M,113.1,-0.3521,19.6563,0.08997
M,113.2,-0.3521,19.6941,0.09004
M,113.3,-0.3521,19.7321,0.0901
M,113.4,-0.3521,19.77,0.09016
M,113.5,-0.3521,19.8081,0.09022
M,113.6,-0.3521,19.8461,0.09029
M,113.7,-0.3521,19.8843,0.09035
M,113.8,-0.3521,19.9225,0.09041
M,113.9,-0.3521,19.9607,0.09047
M,114.0,-0.3521,19.999,0.09054
M,114.1,-0.3521,20.0373,0.0906
M,114.2,-0.3521,20.0757,0.09066
M,114.3,-0.3521,20.1142,0.09072
M,114.4,-0.3521,20.1527,0.09079
M,114.5,-0.3521,20.1912,0.09085
M,114.6,-0.3521,20.2298,0.09091
M,114.7,-0.3521,20.2684,0.09097
M,114.8,-0.3521,20.3071,0.09103
M,114.9,-0.3521,20.3458,0.0911
M,115.0,-0.3521,20.3846,0.09116
M,115.1,-0.3521,20.4233,0.09122
M,115.2,-0.3521,20.4622,0.09128
M,115.3,-0.3521,20.501,0.09134
M,115.4,-0.3521,20.54,0.0914
M,115.5,-0.3521,20.5789,0.09147
M,115.6,-0.3521,20.6179,0.09153
M,115.7,-0.3521,20.6569,0.09159
M,115.8,-0.3521,20.6959,0.09165
M,115.9,-0.3521,20.735,0.09171
M,116.0,-0.3521,20.7741,0.09177
M,116.1,-0.3521,20.8132,0.09183
M,116.2,-0.3521,20.8524,0.0919
M,116.3,-0.3521,20.8916,0.09196
M,116.4,-0.3521,20.9308,0.09202
M,116.5,-0.3521,20.97,0.09208
M,116.6,-0.3521,21.0093,0.09214
M,116.7,-0.3521,21.0486,0.0922
M,116.8,-0.3521,21.0879,0.09227
M,116.9,-0.3521,21.1272,0.09233
M,117.0,-0.3521,21.1666,0.09239
M,117.1,-0.3521,21.2059,0.09245
M,117.2,-0.3521,21.2453,0.09251
M,117.3,-0.3521,21.2847,0.09257
M,117.4,-0.3521,21.3242,0.09263
M,117.5,-0.3521,21.3636,0.0927
M,117.6,-0.3521,21.4031,0.09276
M,117.7,-0.3521,21.4426,0.09282
M,117.8,-0.3521,21.482,0.09288
M,117.9,-0.3521,21.5215,0.09294
M,118.0,-0.3521,21.5611,0.093
M,118.1,-0.3521,21.6006,0.09307
M,118.2,-0.3521,21.6401,0.09313
M,118.3,-0.3521,21.6797,0.09319
M,118.4,-0.3521,21.7193,0.09325
M,118.5,-0.3521,21.7588,0.09331
M,118.6,-0.3521,21.7984,0.09338
M,118.7,-0.3521,21.838,0.09344
M,118.8,-0.3521,21.8776,0.0935
M,118.9,-0.3521,21.9172,0.09356
M,119.0,-0.3521,21.9568,0.09362
M,119.1,-0.3521,21.9964,0.09368
M,119.2,-0.3521,22.036,0.09375
M,119.3,-0.3521,22.0757,0.09381
M,119.4,-0.3521,22.1153,0.09387
M,119.5,-0.3521,22.1549,0.09393
M,119.6,-0.3521,22.1945,0.09399
M,119.7,-0.3521,22.2341,0.09406
M,119.8,-0.3521,22.2738,0.09412
M,119.9,-0.3521,22.3134,0.09418
M,120.0,-0.3521,22.353,0.09424
F,65.0,-0.3833,7.2402,0.09113
F,65.1,-0.3833,7.2627,0.09112
F,65.2,-0.3833,7.2852,0.09111
F,65.3,-0.3833,7.3076,0.0911
F,65.4,-0.3833,7.33,0.09109
F,65.5,-0.3833,7.3523,0.09109
F,65.6,-0.3833,7.3745,0.09108
F,65.7,-0.3833,7.3967,0.09107
F,65.8,-0.3833,7.4189,0.09106
F,65.9,-0.3833,7.441,0.09105
F,66.0,-0.3833,7.463,0.09104
F,66.1,-0.3833,7.485,0.09103
F,66.2,-0.3833,7.5069,0.09102
F,66.3,-0.3833,7.5288,0.09101
F,66.4,-0.3833,7.5507,0.091
F,66.5,-0.3833,7.5724,0.09099
F,66.6,-0.3833,7.5942,0.09098
F,66.7,-0.3833,7.6158,0.09097
F,66.8,-0.3833,7.6375,0.09096
F,66.9,-0.3833,7.659,0.09095
F,67.0,-0.3833,7.6806,0.09094
F,67.1,-0.3833,7.702,0.09093
F,67.2,-0.3833,7.7234,0.09091
F,67.3,-0.3833,7.7448,0.0909
F,67.4,-0.3833,7.7661,0.09089
F,67.5,-0.3833,7.7874,0.09088
F,67.6,-0.3833,7.8086,0.09087
F,67.7,-0.3833,7.8298,0.09086
F,67.8,-0.3833,7.8509,0.09085
F,67.9,-0.3833,7.872,0.09084
F,68.0,-0.3833,7.893,0.09083
F,68.1,-0.3833,7.914,0.09082
F,68.2,-0.3833,7.935,0.0908
F,68.3,-0.3833,7.9559,0.09079
F,68.4,-0.3833,7.9768,0.09078
F,68.5,-0.3833,7.9976,0.09077
F,68.6,-0.3833,8.0184,0.09076
F,68.7,-0.3833,8.0392,0.09075
F,68.8,-0.3833,8.0599,0.09074
F,68.9,-0.3833,8.0806,0.09072
F,69.0,-0.3833,8.1012,0.09071
F,69.1,-0.3833,8.1218,0.0907
F,69.2,-0.3833,8.1424,0.09069
F,69.3,-0.3833,8.163,0.09068
F,69.4,-0.3833,8.1835,0.09067
F,69.5,-0.3833,8.2039,0.09065
F,69.6,-0.3833,8.2244,0.09064
F,69.7,-0.3833,8.2448,0.09063
F,69.8,-0.3833,8.2651,0.09062
F,69.9,-0.3833,8.2855,0.09061
F,70.0,-0.3833,8.3058,0.09059
F,70.1,-0.3833,8.3261,0.09058
F,70.2,-0.3833,8.3464,0.09057
F,70.3,-0.3833,8.3666,0.09056
F,70.4,-0.3833,8.3869,0.09055
F,70.5,-0.3833,8.4071,0.09053
F,70.6,-0.3833,8.4273,0.09052
F,70.7,-0.3833,8.4474,0.09051
F,70.8,-0.3833,8.4676,0.0905
F,70.9,-0.3833,8.4877,0.09048
F,71.0,-0.3833,8.5078,0.09047
F,71.1,-0.3833,8.5278,0.09046
F,71.2,-0.3833,8.5479,0.09045
F,71.3,-0.3833,8.5679,0.09043
F,71.4,-0.3833,8.5879,0.09042
F,71.5,-0.3833,8.6078,0.09041
F,71.6,-0.3833,8.6277,0.0904
F,71.7,-0.3833,8.6476,0.09039
F,71.8,-0.3833,8.6674,0.09037
F,71.9,-0.3833,8.6872,0.09036
F,72.0,-0.3833,8.707,0.09035
F,72.1,-0.3833,8.7267,0.09034
F,72.2,-0.3833,8.7464,0.09032
F,72.3,-0.3833,8.7661,0.09031
F,72.4,-0.3833,8.7857,0.0903
F,72.5,-0.3833,8.8053,0.09028
F,72.6,-0.3833,8.8248,0.09027
F,72.7,-0.3833,8.8443,0.09026
F,72.8,-0.3833,8.8638,0.09025
F,72.9,-0.3833,8.8831,0.09023
F,73.0,-0.3833,8.9025,0.09022
F,73.1,-0.3833,8.9217,0.09021
F,73.2,-0.3833,8.941,0.0902
F,73.3,-0.3833,8.9601,0.09018
F,73.4,-0.3833,8.9792,0.09017
F,73.5,-0.3833,8.9983,0.09016
F,73.6,-0.3833,9.0173,0.09014
F,73.7,-0.3833,9.0363,0.09013
