sex,x,L,M,S
M,875,1,90.9901,0.03666
M,876,1,91.0153,0.03667
M,877,1,91.0404,0.03668
M,878,1,91.0655,0.03669
M,879,1,91.0905,0.0367
M,880,1,91.1156,0.03671
M,881,1,91.1406,0.03672
M,882,1,91.1656,0.03673
M,883,1,91.1906,0.03674
M,884,1,91.2155,0.03675
M,885,1,91.2405,0.03676
M,886,1,91.2654,0.03677
M,887,1,91.2903,0.03678
M,888,1,91.3151,0.03679
M,889,1,91.34,0.0368
M,890,1,91.3648,0.03681
M,891,1,91.3896,0.03682
M,892,1,91.4144,0.03683
M,893,1,91.4391,0.03684
M,894,1,91.4639,0.03685
M,895,1,91.4886,0.03686
M,896,1,91.5133,0.03687
M,897,1,91.5379,0.03688
M,898,1,91.5626,0.03689
M,899,1,91.5872,0.0369
M,900,1,91.6118,0.03691
M,901,1,91.6364,0.03692
M,902,1,91.6609,0.03693
M,903,1,91.6855,0.03694
M,904,1,91.71,0.03695
M,905,1,91.7345,0.03696
M,906,1,91.759,0.03697
M,907,1,91.7834,0.03698
M,908,1,91.8078,0.03699
M,909,1,91.8323,0.037
M,910,1,91.8566,0.03701
M,911,1,91.881,0.03702
M,912,1,91.9053,0.03703
M,913,1,91.9297,0.03704
M,914,1,91.954,0.03705
M,915,1,91.9783,0.03706
M,916,1,92.0025,0.03707
M,917,1,92.0268,0.03708
M,918,1,92.051,0.03709
M,919,1,92.0752,0.0371
M,920,1,92.0993,0.03711
M,921,1,92.1235,0.03711
M,922,1,92.1476,0.03712
M,923,1,92.1717,0.03713
M,924,1,92.1958,0.03714
M,925,1,92.2199,0.03715
M,926,1,92.244,0.03716
M,927,1,92.268,0.03717
M,928,1,92.292,0.03718
M,929,1,92.316,0.03719
M,930,1,92.34,0.0372
M,931,1,92.3639,0.03721
M,932,1,92.3879,0.03722
M,933,1,92.4118,0.03723
M,934,1,92.4357,0.03724
M,935,1,92.4595,0.03725
M,936,1,92.4834,0.03726
M,937,1,92.5072,0.03727
M,938,1,92.531,0.03728
M,939,1,92.5548,0.03729
M,940,1,92.5786,0.0373
M,941,1,92.6023,0.0373
M,942,1,92.6261,0.03731
M,943,1,92.6498,0.03732
M,944,1,92.6735,0.03733
M,945,1,92.6971,0.03734
M,946,1,92.7208,0.03735
M,947,1,92.7444,0.03736
M,948,1,92.768,0.03737
M,949,1,92.7916,0.03738
M,950,1,92.8152,0.03739
M,951,1,92.8388,0.0374
M,952,1,92.8623,0.03741
M,953,1,92.8858,0.03742
M,954,1,92.9093,0.03743
M,955,1,92.9328,0.03743
M,956,1,92.9562,0.03744
M,957,1,92.9797,0.03745
M,958,1,93.0031,0.03746
M,959,1,93.0265,0.03747
M,960,1,93.0499,0.03748
M,961,1,93.0732,0.03749
M,962,1,93.0966,0.0375
M,963,1,93.1199,0.03751
M,964,1,93.1432,0.03752
M,965,1,93.1665,0.03753
M,966,1,93.1898,0.03753
M,967,1,93.213,0.03754
M,968,1,93.2363,0.03755
M,969,1,93.2595,0.03756
M,970,1,93.2827,0.03757
M,971,1,93.3059,0.03758
M,972,1,93.329,0.03759
M,973,1,93.3522,0.0376
M,974,1,93.3753,0.03761
M,975,1,93.3984,0.03762
M,976,1,93.4215,0.03762
M,977,1,93.4446,0.03763
M,978,1,93.4676,0.03764
M,979,1,93.4906,0.03765
M,980,1,93.5137,0.03766
M,981,1,93.5367,0.03767
M,982,1,93.5596,0.03768
M,983,1,93.5826,0.03769
M,984,1,93.6056,0.03769
M,985,1,93.6285,0.0377
M,986,1,93.6514,0.03771
M,987,1,93.6743,0.03772
M,988,1,93.6972,0.03773
M,989,1,93.7201,0.03774
M,990,1,93.7429,0.03775
M,991,1,93.7658,0.03776
M,992,1,93.7886,0.03776
M,993,1,93.8114,0.03777
M,994,1,93.8342,0.03778
M,995,1,93.8569,0.03779
M,996,1,93.8797,0.0378
M,997,1,93.9024,0.03781
M,998,1,93.9252,0.03782
M,999,1,93.9479,0.03782
M,1000,1,93.9706,0.03783
M,1001,1,93.9932,0.03784
M,1002,1,94.0159,0.03785
M,1003,1,94.0385,0.03786
M,1004,1,94.0612,0.03787
M,1005,1,94.0838,0.03788
M,1006,1,94.1064,0.03788
M,1007,1,94.129,0.03789
M,1008,1,94.1516,0.0379
M,1009,1,94.1741,0.03791
M,1010,1,94.1967,0.03792
M,1011,1,94.2192,0.03793
M,1012,1,94.2417,0.03793
M,1013,1,94.2642,0.03794
M,1014,1,94.2867,0.03795
M,1015,1,94.3092,0.03796
M,1016,1,94.3317,0.03797
M,1017,1,94.3541,0.03798
M,1018,1,94.3765,0.03798
M,1019,1,94.399,0.03799
M,1020,1,94.4214,0.038
M,1021,1,94.4438,0.03801
M,1022,1,94.4662,0.03802
M,1023,1,94.4885,0.03802
M,1024,1,94.5109,0.03803
M,1025,1,94.5332,0.03804
M,1026,1,94.5556,0.03805
M,1027,1,94.5779,0.03806
M,1028,1,94.6002,0.03807
M,1029,1,94.6225,0.03807
M,1030,1,94.6447,0.03808
M,1031,1,94.667,0.03809
M,1032,1,94.6893,0.0381
M,1033,1,94.7115,0.03811
M,1034,1,94.7337,0.03811
M,1035,1,94.7559,0.03812
M,1036,1,94.7782,0.03813
M,1037,1,94.8003,0.03814
M,1038,1,94.8225,0.03815
M,1039,1,94.8447,0.03815
M,1040,1,94.8668,0.03816
M,1041,1,94.889,0.03817
M,1042,1,94.9111,0.03818
M,1043,1,94.9332,0.03819
M,1044,1,94.9553,0.03819
M,1045,1,94.9774,0.0382
M,1046,1,94.9995,0.03821
M,1047,1,95.0216,0.03822
M,1048,1,95.0436,0.03822
M,1049,1,95.0657,0.03823
M,1050,1,95.0877,0.03824
M,1051,1,95.1097,0.03825
M,1052,1,95.1317,0.03826
M,1053,1,95.1537,0.03826
M,1054,1,95.1757,0.03827
M,1055,1,95.1977,0.03828
M,1056,1,95.2197,0.03829
M,1057,1,95.2416,0.03829
M,1058,1,95.2636,0.0383
M,1059,1,95.2855,0.03831
M,1060,1,95.3074,0.03832
M,1061,1,95.3293,0.03833
M,1062,1,95.3512,0.03833
M,1063,1,95.3731,0.03834
M,1064,1,95.3949,0.03835
M,1065,1,95.4168,0.03836
M,1066,1,95.4386,0.03836
M,1067,1,95.4605,0.03837
M,1068,1,95.4823,0.03838
M,1069,1,95.5041,0.03839
M,1070,1,95.5259,0.03839
M,1071,1,95.5477,0.0384
M,1072,1,95.5695,0.03841
M,1073,1,95.5913,0.03842
M,1074,1,95.613,0.03842
M,1075,1,95.6348,0.03843
M,1076,1,95.6565,0.03844
M,1077,1,95.6782,0.03845
M,1078,1,95.6999,0.03845
M,1079,1,95.7216,0.03846
M,1080,1,95.7433,0.03847
M,1081,1,95.765,0.03848
M,1082,1,95.7867,0.03848
M,1083,1,95.8083,0.03849
M,1084,1,95.83,0.0385
M,1085,1,95.8516,0.0385
M,1086,1,95.8732,0.03851
M,1087,1,95.8948,0.03852
M,1088,1,95.9165,0.03853
M,1089,1,95.938,0.03853
M,1090,1,95.9596,0.03854
M,1091,1,95.9812,0.03855
M,1092,1,96.0028,0.03856
M,1093,1,96.0243,0.03856
M,1094,1,96.0459,0.03857
M,1095,1,96.0674,0.03858
M,1096,1,96.0889,0.03858
M,1097,1,96.1104,0.03859
M,1098,1,96.1319,0.0386
M,1099,1,96.1534,0.03861
M,1100,1,96.1749,0.03861
M,1101,1,96.1964,0.03862
M,1102,1,96.2178,0.03863
M,1103,1,96.2393,0.03863
M,1104,1,96.2607,0.03864
M,1105,1,96.2821,0.03865
M,1106,1,96.3035,0.03866
M,1107,1,96.325,0.03866
M,1108,1,96.3464,0.03867
M,1109,1,96.3677,0.03868
M,1110,1,96.3891,0.03868
M,1111,1,96.4105,0.03869
M,1112,1,96.4318,0.0387
M,1113,1,96.4532,0.0387
M,1114,1,96.4745,0.03871
M,1115,1,96.4958,0.03872
M,1116,1,96.5172,0.03873
M,1117,1,96.5385,0.03873
M,1118,1,96.5598,0.03874
M,1119,1,96.581,0.03875
M,1120,1,96.6023,0.03875
M,1121,1,96.6236,0.03876
M,1122,1,96.6448,0.03877
M,1123,1,96.6661,0.03877
M,1124,1,96.6873,0.03878
M,1125,1,96.7085,0.03879
M,1126,1,96.7298,0.03879
M,1127,1,96.751,0.0388
M,1128,1,96.7722,0.03881
M,1129,1,96.7933,0.03881
M,1130,1,96.8145,0.03882
M,1131,1,96.8357,0.03883
M,1132,1,96.8568,0.03883
M,1133,1,96.878,0.03884
M,1134,1,96.8991,0.03885
M,1135,1,96.9203,0.03885
M,1136,1,96.9414,0.03886
M,1137,1,96.9625,0.03887
M,1138,1,96.9836,0.03887
M,1139,1,97.0047,0.03888
M,1140,1,97.0258,0.03889
M,1141,1,97.0468,0.03889
M,1142,1,97.0679,0.0389
M,1143,1,97.0889,0.03891
M,1144,1,97.11,0.03891
M,1145,1,97.131,0.03892
M,1146,1,97.1521,0.03893
M,1147,1,97.1731,0.03893
M,1148,1,97.1941,0.03894
M,1149,1,97.2151,0.03895
M,1150,1,97.2361,0.03895
M,1151,1,97.257,0.03896
M,1152,1,97.278,0.03897
M,1153,1,97.299,0.03897
M,1154,1,97.3199,0.03898
M,1155,1,97.3409,0.03899
M,1156,1,97.3618,0.03899
M,1157,1,97.3827,0.039
M,1158,1,97.4036,0.03901
M,1159,1,97.4245,0.03901
M,1160,1,97.4454,0.03902
M,1161,1,97.4663,0.03902
M,1162,1,97.4872,0.03903
M,1163,1,97.5081,0.03904
M,1164,1,97.5289,0.03904
M,1165,1,97.5498,0.03905
M,1166,1,97.5706,0.03906
M,1167,1,97.5914,0.03906
M,1168,1,97.6123,0.03907
M,1169,1,97.6331,0.03908
M,1170,1,97.6539,0.03908
M,1171,1,97.6747,0.03909
M,1172,1,97.6954,0.03909
M,1173,1,97.7162,0.0391
M,1174,1,97.737,0.03911
M,1175,1,97.7577,0.03911
M,1176,1,97.7785,0.03912
M,1177,1,97.7992,0.03913
M,1178,1,97.8199,0.03913
M,1179,1,97.8406,0.03914
M,1180,1,97.8614,0.03914
M,1181,1,97.8821,0.03915
M,1182,1,97.9027,0.03916
M,1183,1,97.9234,0.03916
M,1184,1,97.9441,0.03917
M,1185,1,97.9647,0.03917
M,1186,1,97.9854,0.03918
M,1187,1,98.006,0.03919
M,1188,1,98.0267,0.03919
M,1189,1,98.0473,0.0392
M,1190,1,98.0679,0.0392
M,1191,1,98.0885,0.03921
M,1192,1,98.1091,0.03922
M,1193,1,98.1297,0.03922
M,1194,1,98.1503,0.03923
M,1195,1,98.1708,0.03924
M,1196,1,98.1914,0.03924
M,1197,1,98.2119,0.03925
M,1198,1,98.2325,0.03925
M,1199,1,98.253,0.03926
M,1200,1,98.2735,0.03927
M,1201,1,98.294,0.03927
M,1202,1,98.3145,0.03928
M,1203,1,98.335,0.03928
M,1204,1,98.3555,0.03929
M,1205,1,98.3759,0.03929
M,1206,1,98.3964,0.0393
M,1207,1,98.4169,0.03931
M,1208,1,98.4373,0.03931
M,1209,1,98.4577,0.03932
M,1210,1,98.4782,0.03932
M,1211,1,98.4986,0.03933
M,1212,1,98.519,0.03934
M,1213,1,98.5394,0.03934
M,1214,1,98.5598,0.03935
M,1215,1,98.5801,0.03935
M,1216,1,98.6005,0.03936
M,1217,1,98.6209,0.03937
M,1218,1,98.6412,0.03937
M,1219,1,98.6615,0.03938
M,1220,1,98.6819,0.03938
M,1221,1,98.7022,0.03939
M,1222,1,98.7225,0.03939
M,1223,1,98.7428,0.0394
M,1224,1,98.7631,0.03941
M,1225,1,98.7834,0.03941
M,1226,1,98.8036,0.03942
M,1227,1,98.8239,0.03942
M,1228,1,98.8442,0.03943
M,1229,1,98.8644,0.03943
M,1230,1,98.8846,0.03944
M,1231,1,98.9049,0.03945
M,1232,1,98.9251,0.03945
M,1233,1,98.9453,0.03946
M,1234,1,98.9655,0.03946
M,1235,1,98.9857,0.03947
M,1236,1,99.0058,0.03947
M,1237,1,99.026,0.03948
M,1238,1,99.0461,0.03949
M,1239,1,99.0663,0.03949
M,1240,1,99.0864,0.0395
M,1241,1,99.1065,0.0395
M,1242,1,99.1267,0.03951
M,1243,1,99.1468,0.03951
M,1244,1,99.1669,0.03952
M,1245,1,99.1869,0.03952
M,1246,1,99.207,0.03953
M,1247,1,99.2271,0.03954
M,1248,1,99.2471,0.03954
M,1249,1,99.2672,0.03955
M,1250,1,99.2872,0.03955
M,1251,1,99.3072,0.03956
M,1252,1,99.3272,0.03956
M,1253,1,99.3472,0.03957
M,1254,1,99.3672,0.03957
M,1255,1,99.3872,0.03958
M,1256,1,99.4072,0.03958
M,1257,1,99.4272,0.03959
M,1258,1,99.4471,0.0396
M,1259,1,99.4671,0.0396
M,1260,1,99.487,0.03961
M,1261,1,99.5069,0.03961
M,1262,1,99.5268,0.03962
M,1263,1,99.5467,0.03962
M,1264,1,99.5666,0.03963
M,1265,1,99.5865,0.03963
M,1266,1,99.6064,0.03964
M,1267,1,99.6262,0.03964
M,1268,1,99.6461,0.03965
M,1269,1,99.666,0.03966
M,1270,1,99.6858,0.03966
M,1271,1,99.7056,0.03967
M,1272,1,99.7254,0.03967
M,1273,1,99.7452,0.03968
M,1274,1,99.765,0.03968
M,1275,1,99.7848,0.03969
M,1276,1,99.8046,0.03969
M,1277,1,99.8244,0.0397
M,1278,1,99.8441,0.0397
M,1279,1,99.8639,0.03971
M,1280,1,99.8836,0.03971
M,1281,1,99.9034,0.03972
M,1282,1,99.9231,0.03972
M,1283,1,99.9428,0.03973
M,1284,1,99.9625,0.03973
M,1285,1,99.9822,0.03974
M,1286,1,100.0019,0.03975
M,1287,1,100.0216,0.03975
M,1288,1,100.0412,0.03976
M,1289,1,100.0609,0.03976
M,1290,1,100.0805,0.03977
M,1291,1,100.1002,0.03977
M,1292,1,100.1198,0.03978
M,1293,1,100.1394,0.03978
M,1294,1,100.1591,0.03979
M,1295,1,100.1787,0.03979
M,1296,1,100.1983,0.0398
M,1297,1,100.2178,0.0398
M,1298,1,100.2374,0.03981
M,1299,1,100.257,0.03981
M,1300,1,100.2765,0.03982
M,1301,1,100.2961,0.03982
M,1302,1,100.3156,0.03983
M,1303,1,100.3352,0.03983
M,1304,1,100.3547,0.03984
M,1305,1,100.3742,0.03984
M,1306,1,100.3937,0.03985
M,1307,1,100.4132,0.03985
M,1308,1,100.4327,0.03986
M,1309,1,100.4522,0.03986
M,1310,1,100.4717,0.03987
M,1311,1,100.4911,0.03987
M,1312,1,100.5106,0.03988
M,1313,1,100.53,0.03988
M,1314,1,100.5495,0.03989
M,1315,1,100.5689,0.0399
M,1316,1,100.5883,0.0399
M,1317,1,100.6077,0.03991
M,1318,1,100.6271,0.03991
M,1319,1,100.6465,0.03992
M,1320,1,100.6659,0.03992
M,1321,1,100.6853,0.03993
M,1322,1,100.7046,0.03993
M,1323,1,100.724,0.03994
M,1324,1,100.7434,0.03994
M,1325,1,100.7627,0.03995
M,1326,1,100.782,0.03995
M,1327,1,100.8013,0.03996
M,1328,1,100.8207,0.03996
M,1329,1,100.84,0.03997
M,1330,1,100.8593,0.03997
M,1331,1,100.8786,0.03998
M,1332,1,100.8978,0.03998
M,1333,1,100.9171,0.03999
M,1334,1,100.9364,0.03999
M,1335,1,100.9556,0.04
M,1336,1,100.9749,0.04
M,1337,1,100.9941,0.04001
M,1338,1,101.0134,0.04001
M,1339,1,101.0326,0.04002
M,1340,1,101.0518,0.04002
M,1341,1,101.071,0.04003
M,1342,1,101.0902,0.04003
M,1343,1,101.1094,0.04004
M,1344,1,101.1286,0.04004
M,1345,1,101.1477,0.04004
M,1346,1,101.1669,0.04005
M,1347,1,101.1861,0.04005
M,1348,1,101.2052,0.04006
M,1349,1,101.2244,0.04006
M,1350,1,101.2435,0.04007
M,1351,1,101.2626,0.04007
M,1352,1,101.2817,0.04008
M,1353,1,101.3008,0.04008
M,1354,1,101.32,0.04009
M,1355,1,101.339,0.04009
M,1356,1,101.3581,0.0401
M,1357,1,101.3772,0.0401
M,1358,1,101.3963,0.04011
M,1359,1,101.4153,0.04011
M,1360,1,101.4344,0.04012
M,1361,1,101.4535,0.04012
M,1362,1,101.4725,0.04013
M,1363,1,101.4915,0.04013
M,1364,1,101.5106,0.04014
M,1365,1,101.5296,0.04014
M,1366,1,101.5486,0.04015
M,1367,1,101.5676,0.04015
M,1368,1,101.5866,0.04016
M,1369,1,101.6056,0.04016
M,1370,1,101.6246,0.04017
M,1371,1,101.6435,0.04017
M,1372,1,101.6625,0.04018
M,1373,1,101.6815,0.04018
M,1374,1,101.7004,0.04019
M,1375,1,101.7194,0.04019
M,1376,1,101.7383,0.0402
M,1377,1,101.7572,0.0402
M,1378,1,101.7762,0.0402
M,1379,1,101.7951,0.04021
M,1380,1,101.814,0.04021
M,1381,1,101.8329,0.04022
M,1382,1,101.8518,0.04022
M,1383,1,101.8707,0.04023
M,1384,1,101.8896,0.04023
M,1385,1,101.9085,0.04024
M,1386,1,101.9274,0.04024
M,1387,1,101.9462,0.04025
M,1388,1,101.9651,0.04025
M,1389,1,101.9839,0.04026
M,1390,1,102.0028,0.04026
M,1391,1,102.0216,0.04027
M,1392,1,102.0405,0.04027
M,1393,1,102.0593,0.04028
M,1394,1,102.0781,0.04028
M,1395,1,102.097,0.04029
M,1396,1,102.1158,0.04029
M,1397,1,102.1346,0.0403
M,1398,1,102.1534,0.0403
M,1399,1,102.1722,0.0403
M,1400,1,102.191,0.04031
M,1401,1,102.2097,0.04031
M,1402,1,102.2285,0.04032
M,1403,1,102.2473,0.04032
M,1404,1,102.2661,0.04033
M,1405,1,102.2848,0.04033
M,1406,1,102.3036,0.04034
M,1407,1,102.3223,0.04034
M,1408,1,102.3411,0.04035
M,1409,1,102.3598,0.04035
M,1410,1,102.3785,0.04036
M,1411,1,102.3972,0.04036
M,1412,1,102.416,0.04037
M,1413,1,102.4347,0.04037
M,1414,1,102.4534,0.04037
M,1415,1,102.4721,0.04038
M,1416,1,102.4908,0.04038
M,1417,1,102.5095,0.04039
M,1418,1,102.5282,0.04039
M,1419,1,102.5469,0.0404
M,1420,1,102.5655,0.0404
M,1421,1,102.5842,0.04041
M,1422,1,102.6029,0.04041
M,1423,1,102.6215,0.04042
M,1424,1,102.6402,0.04042
M,1425,1,102.6588,0.04043
M,1426,1,102.6775,0.04043
M,1427,1,102.6961,0.04044
M,1428,1,102.7148,0.04044
M,1429,1,102.7334,0.04044
M,1430,1,102.752,0.04045
M,1431,1,102.7706,0.04045
M,1432,1,102.7893,0.04046
M,1433,1,102.8079,0.04046
M,1434,1,102.8265,0.04047
M,1435,1,102.8451,0.04047
M,1436,1,102.8637,0.04048
M,1437,1,102.8823,0.04048
M,1438,1,102.9009,0.04049
M,1439,1,102.9195,0.04049
M,1440,1,102.938,0.0405
M,1441,1,102.9566,0.0405
M,1442,1,102.9752,0.0405
M,1443,1,102.9938,0.04051
M,1444,1,103.0123,0.04051
M,1445,1,103.0309,0.04052
M,1446,1,103.0494,0.04052
M,1447,1,103.068,0.04053
M,1448,1,103.0865,0.04053
M,1449,1,103.1051,0.04054
M,1450,1,103.1236,0.04054
M,1451,1,103.1421,0.04055
M,1452,1,103.1607,0.04055
M,1453,1,103.1792,0.04055
M,1454,1,103.1977,0.04056
M,1455,1,103.2162,0.04056
M,1456,1,103.2348,0.04057
M,1457,1,103.2533,0.04057
M,1458,1,103.2718,0.04058
M,1459,1,103.2903,0.04058
M,1460,1,103.3088,0.04059
M,1461,1,103.3273,0.04059
M,1462,1,103.3458,0.0406
M,1463,1,103.3643,0.0406
M,1464,1,103.3827,0.0406
M,1465,1,103.4012,0.04061
M,1466,1,103.4197,0.04061
M,1467,1,103.4382,0.04062
M,1468,1,103.4566,0.04062
M,1469,1,103.4751,0.04063
M,1470,1,103.4936,0.04063
M,1471,1,103.512,0.04064
M,1472,1,103.5305,0.04064
M,1473,1,103.5489,0.04065
M,1474,1,103.5674,0.04065
M,1475,1,103.5858,0.04065
M,1476,1,103.6043,0.04066
M,1477,1,103.6227,0.04066
M,1478,1,103.6412,0.04067
M,1479,1,103.6596,0.04067
M,1480,1,103.678,0.04068
M,1481,1,103.6965,0.04068
M,1482,1,103.7149,0.04069
M,1483,1,103.7333,0.04069
M,1484,1,103.7517,0.04069
M,1485,1,103.7701,0.0407
M,1486,1,103.7885,0.0407
M,1487,1,103.807,0.04071
M,1488,1,103.8254,0.04071
M,1489,1,103.8438,0.04072
M,1490,1,103.8622,0.04072
M,1491,1,103.8806,0.04073
M,1492,1,103.899,0.04073
M,1493,1,103.9174,0.04073
M,1494,1,103.9357,0.04074
M,1495,1,103.9541,0.04074
M,1496,1,103.9725,0.04075
M,1497,1,103.9909,0.04075
M,1498,1,104.0093,0.04076
M,1499,1,104.0277,0.04076
M,1500,1,104.046,0.04077
M,1501,1,104.0644,0.04077
M,1502,1,104.0828,0.04078
M,1503,1,104.1011,0.04078
M,1504,1,104.1195,0.04078
M,1505,1,104.1379,0.04079
M,1506,1,104.1562,0.04079
M,1507,1,104.1746,0.0408
M,1508,1,104.1929,0.0408
M,1509,1,104.2113,0.04081
M,1510,1,104.2296,0.04081
M,1511,1,104.248,0.04082
M,1512,1,104.2663,0.04082
M,1513,1,104.2847,0.04082
M,1514,1,104.303,0.04083
M,1515,1,104.3213,0.04083
M,1516,1,104.3397,0.04084
M,1517,1,104.358,0.04084
M,1518,1,104.3763,0.04085
M,1519,1,104.3947,0.04085
M,1520,1,104.413,0.04086
M,1521,1,104.4313,0.04086
M,1522,1,104.4496,0.04086
M,1523,1,104.4679,0.04087
M,1524,1,104.4863,0.04087
M,1525,1,104.5046,0.04088
M,1526,1,104.5229,0.04088
M,1527,1,104.5412,0.04089
M,1528,1,104.5595,0.04089
M,1529,1,104.5778,0.04089
M,1530,1,104.5961,0.0409
M,1531,1,104.6144,0.0409
M,1532,1,104.6327,0.04091
M,1533,1,104.651,0.04091
M,1534,1,104.6693,0.04092
M,1535,1,104.6876,0.04092
M,1536,1,104.7059,0.04093
M,1537,1,104.7242,0.04093
M,1538,1,104.7425,0.04093
M,1539,1,104.7608,0.04094
M,1540,1,104.7791,0.04094
M,1541,1,104.7974,0.04095
M,1542,1,104.8157,0.04095
M,1543,1,104.8339,0.04096
M,1544,1,104.8522,0.04096
M,1545,1,104.8705,0.04097
M,1546,1,104.8888,0.04097
M,1547,1,104.9071,0.04097
M,1548,1,104.9253,0.04098
M,1549,1,104.9436,0.04098
M,1550,1,104.9619,0.04099
M,1551,1,104.9802,0.04099
M,1552,1,104.9984,0.041
M,1553,1,105.0167,0.041
M,1554,1,105.035,0.041
M,1555,1,105.0532,0.04101
M,1556,1,105.0715,0.04101
M,1557,1,105.0898,0.04102
M,1558,1,105.108,0.04102
M,1559,1,105.1263,0.04103
M,1560,1,105.1445,0.04103
M,1561,1,105.1628,0.04104
M,1562,1,105.1811,0.04104
M,1563,1,105.1993,0.04104
M,1564,1,105.2176,0.04105
M,1565,1,105.2358,0.04105
M,1566,1,105.2541,0.04106
M,1567,1,105.2723,0.04106
M,1568,1,105.2906,0.04107
M,1569,1,105.3088,0.04107
M,1570,1,105.3271,0.04107
M,1571,1,105.3453,0.04108
M,1572,1,105.3635,0.04108
M,1573,1,105.3818,0.04109
M,1574,1,105.4,0.04109
M,1575,1,105.4183,0.0411
M,1576,1,105.4365,0.0411
M,1577,1,105.4547,0.04111
M,1578,1,105.473,0.04111
M,1579,1,105.4912,0.04111
M,1580,1,105.5094,0.04112
M,1581,1,105.5277,0.04112
M,1582,1,105.5459,0.04113
M,1583,1,105.5641,0.04113
M,1584,1,105.5824,0.04114
M,1585,1,105.6006,0.04114
M,1586,1,105.6188,0.04114
M,1587,1,105.637,0.04115
M,1588,1,105.6553,0.04115
M,1589,1,105.6735,0.04116
M,1590,1,105.6917,0.04116
M,1591,1,105.7099,0.04117
M,1592,1,105.7281,0.04117
M,1593,1,105.7463,0.04117
M,1594,1,105.7646,0.04118
M,1595,1,105.7828,0.04118
M,1596,1,105.801,0.04119
M,1597,1,105.8192,0.04119
M,1598,1,105.8374,0.0412
M,1599,1,105.8556,0.0412
M,1600,1,105.8738,0.0412
M,1601,1,105.892,0.04121
M,1602,1,105.9102,0.04121
M,1603,1,105.9284,0.04122
M,1604,1,105.9466,0.04122
M,1605,1,105.9648,0.04123
M,1606,1,105.983,0.04123
M,1607,1,106.0012,0.04123
M,1608,1,106.0194,0.04124
M,1609,1,106.0376,0.04124
M,1610,1,106.0558,0.04125
M,1611,1,106.074,0.04125
M,1612,1,106.0922,0.04126
M,1613,1,106.1104,0.04126
M,1614,1,106.1286,0.04127
M,1615,1,106.1467,0.04127
M,1616,1,106.1649,0.04127
M,1617,1,106.1831,0.04128
M,1618,1,106.2013,0.04128
M,1619,1,106.2195,0.04129
M,1620,1,106.2377,0.04129
M,1621,1,106.2558,0.0413
M,1622,1,106.274,0.0413
M,1623,1,106.2922,0.0413
M,1624,1,106.3104,0.04131
M,1625,1,106.3285,0.04131
M,1626,1,106.3467,0.04132
M,1627,1,106.3649,0.04132
M,1628,1,106.3831,0.04132
M,1629,1,106.4012,0.04133
M,1630,1,106.4194,0.04133
M,1631,1,106.4376,0.04134
M,1632,1,106.4557,0.04134
M,1633,1,106.4739,0.04135
M,1634,1,106.4921,0.04135
M,1635,1,106.5102,0.04135
M,1636,1,106.5284,0.04136
M,1637,1,106.5465,0.04136
M,1638,1,106.5647,0.04137
M,1639,1,106.5829,0.04137
M,1640,1,106.601,0.04138
M,1641,1,106.6192,0.04138
M,1642,1,106.6373,0.04138
M,1643,1,106.6555,0.04139
M,1644,1,106.6736,0.04139
M,1645,1,106.6918,0.0414
M,1646,1,106.7099,0.0414
M,1647,1,106.7281,0.04141
M,1648,1,106.7462,0.04141
M,1649,1,106.7644,0.04141
M,1650,1,106.7825,0.04142
M,1651,1,106.8006,0.04142
M,1652,1,106.8188,0.04143
M,1653,1,106.8369,0.04143
M,1654,1,106.8551,0.04144
M,1655,1,106.8732,0.04144
M,1656,1,106.8913,0.04144
M,1657,1,106.9095,0.04145
M,1658,1,106.9276,0.04145
M,1659,1,106.9457,0.04146
M,1660,1,106.9639,0.04146
M,1661,1,106.982,0.04147
M,1662,1,107.0001,0.04147
M,1663,1,107.0183,0.04147
M,1664,1,107.0364,0.04148
M,1665,1,107.0545,0.04148
M,1666,1,107.0727,0.04149
M,1667,1,107.0908,0.04149
M,1668,1,107.1089,0.04149
M,1669,1,107.127,0.0415
M,1670,1,107.1452,0.0415
M,1671,1,107.1633,0.04151
M,1672,1,107.1814,0.04151
M,1673,1,107.1995,0.04152
M,1674,1,107.2176,0.04152
M,1675,1,107.2358,0.04152
M,1676,1,107.2539,0.04153
M,1677,1,107.272,0.04153
M,1678,1,107.2901,0.04154
M,1679,1,107.3082,0.04154
M,1680,1,107.3263,0.04154
M,1681,1,107.3444,0.04155
M,1682,1,107.3625,0.04155
M,1683,1,107.3806,0.04156
M,1684,1,107.3988,0.04156
M,1685,1,107.4169,0.04157
M,1686,1,107.435,0.04157
M,1687,1,107.4531,0.04157
M,1688,1,107.4712,0.04158
M,1689,1,107.4893,0.04158
M,1690,1,107.5074,0.04159
M,1691,1,107.5255,0.04159
M,1692,1,107.5436,0.0416
M,1693,1,107.5617,0.0416
M,1694,1,107.5798,0.0416
M,1695,1,107.5979,0.04161
M,1696,1,107.616,0.04161
M,1697,1,107.6341,0.04162
M,1698,1,107.6522,0.04162
M,1699,1,107.6702,0.04162
M,1700,1,107.6883,0.04163
M,1701,1,107.7064,0.04163
M,1702,1,107.7245,0.04164
M,1703,1,107.7426,0.04164
M,1704,1,107.7607,0.04165
M,1705,1,107.7788,0.04165
M,1706,1,107.7969,0.04165
M,1707,1,107.8149,0.04166
M,1708,1,107.833,0.04166
M,1709,1,107.8511,0.04167
